Province,Centre,Zone,Neighbourhood,Dwelling Type ,Bachelor ,1 Bedroom,2 Bedroom,3 Bedroom +,Total ,Year
N.S.,Halifax,Remainder of CMA,Halifax County East,Row,,,1402.0,,1417.0,2020
N.S.,Halifax,Remainder of CMA,Halifax County East,Apt & Other,,,,,,2020
N.B.,Moncton,Central Moncton,Downtown Moncton,Row,,,,,,2020
N.B.,Moncton,Central Moncton,Downtown Moncton,Apt & Other,707.0,805.0,962.0,,874.0,2020
N.B.,Moncton,Central Moncton,Garden Hill,Row,,,,,,2020
N.B.,Moncton,Central Moncton,Garden Hill,Apt & Other,649.0,686.0,865.0,892.0,806.0,2020
N.B.,Moncton,West Moncton,West Moncton,Row,,,,,,2020
N.B.,Moncton,West Moncton,West Moncton,Apt & Other,675.0,720.0,972.0,787.0,850.0,2020
N.B.,Moncton,East Moncton,Sunny Brae,Row,,,,,,2020
N.B.,Moncton,East Moncton,Sunny Brae,Apt & Other,693.0,774.0,834.0,922.0,821.0,2020
N.B.,Moncton,East Moncton,Lewisville/Harrisville,Row,,,,,,2020
N.B.,Moncton,East Moncton,Lewisville/Harrisville,Apt & Other,514.0,664.0,960.0,,888.0,2020
N.B.,Moncton,East Moncton,Humphrey,Row,,,,,,2020
N.B.,Moncton,East Moncton,Humphrey,Apt & Other,708.0,712.0,869.0,1192.0,860.0,2020
N.B.,Moncton,East Moncton,Magnetic Hill/Irishtown,Row,,,,,,2020
N.B.,Moncton,East Moncton,Magnetic Hill/Irishtown,Apt & Other,,,,,,2020
N.B.,Moncton,North Moncton,Parkton,Row,,,,,,2020
N.B.,Moncton,North Moncton,Parkton,Apt & Other,671.0,826.0,957.0,994.0,900.0,2020
N.B.,Moncton,North Moncton,North End/Ryan Road/Hildegarde,Row,,,,,,2020
N.B.,Moncton,North Moncton,North End/Ryan Road/Hildegarde,Apt & Other,,892.0,1125.0,,1094.0,2020
N.B.,Moncton,Riverview,Riverview,Row,,,,,,2020
N.B.,Moncton,Riverview,Riverview,Apt & Other,,795.0,881.0,1201.0,876.0,2020
N.B.,Moncton,Dieppe City,Downtown Dieppe,Row,,,,,,2020
N.B.,Moncton,Dieppe City,Downtown Dieppe,Apt & Other,,813.0,995.0,1382.0,972.0,2020
