Province,Centre,Zone,Neighbourhood,Dwelling Type ,Bachelor ,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total ,
Que/Qc,Sherbrooke,Brompton,Brompton,"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Sherbrooke,Brompton,Brompton,"Apt &
Other /
App. &
autres",**,,$511,a,$670,a,$790,a,$686,a
Que/Qc,Sherbrooke,Brompton,Brompton,Total,**,,$511,a,$670,a,$790,a,$686,a
Que/Qc,Sherbrooke,Brompton,Total,"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Sherbrooke,Brompton,Total,"Apt &
Other /
App. &
autres",**,,$511,a,$670,a,$790,a,$686,a
Que/Qc,Sherbrooke,Brompton,Total,Total,**,,$511,a,$670,a,$790,a,$686,a
Que/Qc,Sherbrooke,Rock-Forest–St-Elie–Deauville,Rock-Forest–St-Elie–Deauville,"Row / En
bande",--,,**,,**,,**,,**,
Que/Qc,Sherbrooke,Rock-Forest–St-Elie–Deauville,Rock-Forest–St-Elie–Deauville,"Apt &
Other /
App. &
autres",**,,$608,b,$813,a,$931,b,$821,a
Que/Qc,Sherbrooke,Rock-Forest–St-Elie–Deauville,Rock-Forest–St-Elie–Deauville,Total,**,,$608,b,$812,a,$929,a,$821,a
Que/Qc,Sherbrooke,Rock-Forest–St-Elie–Deauville,Total,"Row / En
bande",--,,**,,**,,**,,**,
Que/Qc,Sherbrooke,Rock-Forest–St-Elie–Deauville,Total,"Apt &
Other /
App. &
autres",**,,$608,b,$813,a,$931,b,$821,a
Que/Qc,Sherbrooke,Rock-Forest–St-Elie–Deauville,Total,Total,**,,$608,b,$812,a,$929,a,$821,a
Que/Qc,Sherbrooke,Magog,Magog,"Row / En
bande",--,,**,,**,,--,,**,
Que/Qc,Sherbrooke,Magog,Magog,"Apt &
Other /
App. &
autres",$437,b,$496,a,$676,a,$773,a,$656,a
Que/Qc,Sherbrooke,Magog,Magog,Total,$437,b,$497,a,$676,a,$773,a,$655,a
Que/Qc,Sherbrooke,Magog,Total,"Row / En
bande",--,,**,,**,,--,,**,
Que/Qc,Sherbrooke,Magog,Total,"Apt &
Other /
App. &
autres",$437,b,$496,a,$676,a,$773,a,$656,a
Que/Qc,Sherbrooke,Magog,Total,Total,$437,b,$497,a,$676,a,$773,a,$655,a
Que/Qc,Sherbrooke,Fleurimont,Fleurimont,"Row / En
bande",--,,--,,--,,**,,**,
Que/Qc,Sherbrooke,Fleurimont,Fleurimont,"Apt &
Other /
App. &
autres",$607,d,$628,a,$712,a,$897,a,$763,a
Que/Qc,Sherbrooke,Fleurimont,Fleurimont,Total,$607,d,$628,a,$712,a,$897,a,$763,a
Que/Qc,Sherbrooke,Fleurimont,Total,"Row / En
bande",--,,--,,--,,**,,**,
Que/Qc,Sherbrooke,Fleurimont,Total,"Apt &
Other /
App. &
autres",$607,d,$628,a,$712,a,$897,a,$763,a
Que/Qc,Sherbrooke,Fleurimont,Total,Total,$607,d,$628,a,$712,a,$897,a,$763,a
Que/Qc,Sherbrooke,Lennoxville,Lennoxville,"Row / En
bande",--,,--,,**,,--,,**,
Que/Qc,Sherbrooke,Lennoxville,Lennoxville,"Apt &
Other /
App. &
autres",$477,a,$589,a,$718,a,$954,a,$721,a
Que/Qc,Sherbrooke,Lennoxville,Lennoxville,Total,$477,a,$589,a,$717,a,$954,a,$721,a
Que/Qc,Sherbrooke,Lennoxville,Total,"Row / En
bande",--,,--,,**,,--,,**,
Que/Qc,Sherbrooke,Lennoxville,Total,"Apt &
Other /
App. &
autres",$477,a,$589,a,$718,a,$954,a,$721,a
Que/Qc,Sherbrooke,Lennoxville,Total,Total,$477,a,$589,a,$717,a,$954,a,$721,a
Que/Qc,Sherbrooke,Remainder of CMA ~ Reste de la RMR,Remainder of CMA ~ Reste de la RMR,"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Sherbrooke,Remainder of CMA ~ Reste de la RMR,Remainder of CMA ~ Reste de la RMR,"Apt &
Other /
App. &
autres",**,,**,,**,,$864,c,$771,d
Que/Qc,Sherbrooke,Remainder of CMA ~ Reste de la RMR,Remainder of CMA ~ Reste de la RMR,Total,**,,**,,**,,$864,c,$771,d
Que/Qc,Sherbrooke,Remainder of CMA ~ Reste de la RMR,Total,"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Sherbrooke,Remainder of CMA ~ Reste de la RMR,Total,"Apt &
Other /
App. &
autres",**,,**,,**,,$864,c,$771,d
Que/Qc,Sherbrooke,Remainder of CMA ~ Reste de la RMR,Total,Total,**,,**,,**,,$864,c,$771,d
Que/Qc,Sherbrooke,Total,Total,"Row / En
bande",--,,**,,$707,a,$741,a,$700,a
Que/Qc,Sherbrooke,Total,Total,"Apt &
Other /
App. &
autres",$508,a,$597,a,$727,a,$926,a,$727,a
Que/Qc,Sherbrooke,Total,Total,Total,$508,a,$597,a,$727,a,$926,a,$727,a
Que/Qc,Trois-Rivières,Downtown ~ Centre-ville,Downtown (Central) ~ Centre-ville (Centre),"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Trois-Rivières,Downtown ~ Centre-ville,Downtown (Central) ~ Centre-ville (Centre),"Apt &
Other /
App. &
autres",$561,d,$624,b,**,,**,,$716,d
Que/Qc,Trois-Rivières,Downtown ~ Centre-ville,Downtown (Central) ~ Centre-ville (Centre),Total,$561,d,$624,b,**,,**,,$716,d
Que/Qc,Trois-Rivières,Downtown ~ Centre-ville,Downtown (North) ~ Centre-ville (Nord),"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Trois-Rivières,Downtown ~ Centre-ville,Downtown (North) ~ Centre-ville (Nord),"Apt &
Other /
App. &
autres",**,,$466,b,$555,b,**,,$536,b
Que/Qc,Trois-Rivières,Downtown ~ Centre-ville,Downtown (North) ~ Centre-ville (Nord),Total,**,,$466,b,$555,b,**,,$536,b
Que/Qc,Trois-Rivières,Downtown ~ Centre-ville,Downtown (East) ~ Centre-ville (Est),"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Trois-Rivières,Downtown ~ Centre-ville,Downtown (East) ~ Centre-ville (Est),"Apt &
Other /
App. &
autres",**,,$445,b,$495,b,$611,b,$492,b
Que/Qc,Trois-Rivières,Downtown ~ Centre-ville,Downtown (East) ~ Centre-ville (Est),Total,**,,$445,b,$495,b,$611,b,$492,b
Que/Qc,Trois-Rivières,Downtown ~ Centre-ville,Total,"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Trois-Rivières,Downtown ~ Centre-ville,Total,"Apt &
Other /
App. &
autres",$487,d,$522,b,$642,c,$655,c,$593,b
Que/Qc,Trois-Rivières,Downtown ~ Centre-ville,Total,Total,$487,d,$522,b,$642,c,$655,c,$593,b
Que/Qc,Trois-Rivières,UQTR Sector ~ Secteur UQTR,UQTR Sector ~ Secteur UQTR,"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Trois-Rivières,UQTR Sector ~ Secteur UQTR,UQTR Sector ~ Secteur UQTR,"Apt &
Other /
App. &
autres",$470,a,$538,a,$643,a,$752,a,$618,a
Que/Qc,Trois-Rivières,UQTR Sector ~ Secteur UQTR,UQTR Sector ~ Secteur UQTR,Total,$470,a,$538,a,$643,a,$752,a,$618,a
Que/Qc,Trois-Rivières,UQTR Sector ~ Secteur UQTR,Total,"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Trois-Rivières,UQTR Sector ~ Secteur UQTR,Total,"Apt &
Other /
App. &
autres",$470,a,$538,a,$643,a,$752,a,$618,a
Que/Qc,Trois-Rivières,UQTR Sector ~ Secteur UQTR,Total,Total,$470,a,$538,a,$643,a,$752,a,$618,a
Que/Qc,Trois-Rivières,North Sector ~ Secteur Nord,North Sector ~ Secteur Nord,"Row / En
bande",--,,--,,**,,--,,**,
Que/Qc,Trois-Rivières,North Sector ~ Secteur Nord,North Sector ~ Secteur Nord,"Apt &
Other /
App. &
autres",$422,a,$546,a,$711,b,$686,a,$659,a
Que/Qc,Trois-Rivières,North Sector ~ Secteur Nord,North Sector ~ Secteur Nord,Total,$422,a,$546,a,$712,b,$686,a,$659,a
Que/Qc,Trois-Rivières,North Sector ~ Secteur Nord,Total,"Row / En
bande",--,,--,,**,,--,,**,
Que/Qc,Trois-Rivières,North Sector ~ Secteur Nord,Total,"Apt &
Other /
App. &
autres",$422,a,$546,a,$711,b,$686,a,$659,a
Que/Qc,Trois-Rivières,North Sector ~ Secteur Nord,Total,Total,$422,a,$546,a,$712,b,$686,a,$659,a
Que/Qc,Trois-Rivières,Trois-Rivières-Ouest,"Trois-Rivières-Ouest (South) ~
Trois-Rivières-Ouest (Sud)","Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Trois-Rivières,Trois-Rivières-Ouest,"Trois-Rivières-Ouest (South) ~
Trois-Rivières-Ouest (Sud)","Apt &
Other /
App. &
autres",$442,d,$528,b,$623,a,$710,b,$621,a
Que/Qc,Trois-Rivières,Trois-Rivières-Ouest,"Trois-Rivières-Ouest (South) ~
Trois-Rivières-Ouest (Sud)",Total,$442,d,$528,b,$623,a,$710,b,$621,a
Que/Qc,Trois-Rivières,Trois-Rivières-Ouest,"Trois-Rivières-Ouest (North) ~
Trois-Rivières-Ouest (Nord)","Row / En
bande",--,,**,,--,,$999,a,"$1,013",a
Que/Qc,Trois-Rivières,Trois-Rivières-Ouest,"Trois-Rivières-Ouest (North) ~
Trois-Rivières-Ouest (Nord)","Apt &
Other /
App. &
autres",--,,$561,d,$702,c,$729,c,$693,b
Que/Qc,Trois-Rivières,Trois-Rivières-Ouest,"Trois-Rivières-Ouest (North) ~
Trois-Rivières-Ouest (Nord)",Total,--,,$566,d,$702,c,$743,c,$696,b
Que/Qc,Trois-Rivières,Trois-Rivières-Ouest,Total,"Row / En
bande",--,,**,,--,,$999,a,"$1,013",a
Que/Qc,Trois-Rivières,Trois-Rivières-Ouest,Total,"Apt &
Other /
App. &
autres",$442,d,$534,b,$656,b,$716,b,$645,a
Que/Qc,Trois-Rivières,Trois-Rivières-Ouest,Total,Total,$442,d,$535,b,$656,b,$720,b,$647,a
Que/Qc,Trois-Rivières,Pointe-du-Lac/Yamachiche,Pointe-du-Lac/Yamachiche,"Row / En
bande",--,,--,,**,,--,,**,
Que/Qc,Trois-Rivières,Pointe-du-Lac/Yamachiche,Pointe-du-Lac/Yamachiche,"Apt &
Other /
App. &
autres",**,,$651,b,$889,a,"$1,210",b,$914,a
Que/Qc,Trois-Rivières,Pointe-du-Lac/Yamachiche,Pointe-du-Lac/Yamachiche,Total,**,,$651,b,$892,a,"$1,210",b,$915,a
Que/Qc,Trois-Rivières,Pointe-du-Lac/Yamachiche,Total,"Row / En
bande",--,,--,,**,,--,,**,
Que/Qc,Trois-Rivières,Pointe-du-Lac/Yamachiche,Total,"Apt &
Other /
App. &
autres",**,,$651,b,$889,a,"$1,210",b,$914,a
Que/Qc,Trois-Rivières,Pointe-du-Lac/Yamachiche,Total,Total,**,,$651,b,$892,a,"$1,210",b,$915,a
Que/Qc,Trois-Rivières,Cap-de-la-Madeleine,"Cap-de-la-Madeleine (South) ~
Cap-de-la-Madeleine (Sud)","Row / En
bande",--,,--,,**,,--,,**,
Que/Qc,Trois-Rivières,Cap-de-la-Madeleine,"Cap-de-la-Madeleine (South) ~
Cap-de-la-Madeleine (Sud)","Apt &
Other /
App. &
autres",**,,$538,b,$581,b,$599,c,$570,a
Que/Qc,Trois-Rivières,Cap-de-la-Madeleine,"Cap-de-la-Madeleine (South) ~
Cap-de-la-Madeleine (Sud)",Total,**,,$538,b,$581,b,$599,c,$571,a
Que/Qc,Trois-Rivières,Cap-de-la-Madeleine,"Cap-de-la-Madeleine (North) ~
Cap-de-la-Madeleine (Nord)","Row / En
bande",--,,--,,**,,--,,**,
Que/Qc,Trois-Rivières,Cap-de-la-Madeleine,"Cap-de-la-Madeleine (North) ~
Cap-de-la-Madeleine (Nord)","Apt &
Other /
App. &
autres",**,,$474,b,$629,b,$618,a,$605,a
Que/Qc,Trois-Rivières,Cap-de-la-Madeleine,"Cap-de-la-Madeleine (North) ~
Cap-de-la-Madeleine (Nord)",Total,**,,$474,b,$631,b,$618,a,$606,a
Que/Qc,Trois-Rivières,Cap-de-la-Madeleine,Total,"Row / En
bande",--,,--,,$793,a,--,,$793,a
Que/Qc,Trois-Rivières,Cap-de-la-Madeleine,Total,"Apt &
Other /
App. &
autres",**,,$515,a,$608,b,$613,a,$590,a
Que/Qc,Trois-Rivières,Cap-de-la-Madeleine,Total,Total,**,,$515,a,$609,a,$613,a,$591,a
Que/Qc,Trois-Rivières,St-Louis/Champlain/St-Maurice/Ste-Marthe,Ste-Marthe-du-Cap,"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Trois-Rivières,St-Louis/Champlain/St-Maurice/Ste-Marthe,Ste-Marthe-du-Cap,"Apt &
Other /
App. &
autres",**,,$753,d,$723,d,"$1,037",b,$964,b
Que/Qc,Trois-Rivières,St-Louis/Champlain/St-Maurice/Ste-Marthe,Ste-Marthe-du-Cap,Total,**,,$753,d,$723,d,"$1,037",b,$964,b
Que/Qc,Trois-Rivières,St-Louis/Champlain/St-Maurice/Ste-Marthe,St-Louis-de-France,"Row / En
bande",--,,--,,**,,**,,**,
Que/Qc,Trois-Rivières,St-Louis/Champlain/St-Maurice/Ste-Marthe,St-Louis-de-France,"Apt &
Other /
App. &
autres",--,,**,,$634,b,**,,$713,c
Que/Qc,Trois-Rivières,St-Louis/Champlain/St-Maurice/Ste-Marthe,St-Louis-de-France,Total,--,,**,,$639,c,$880,d,$719,c
Que/Qc,Trois-Rivières,St-Louis/Champlain/St-Maurice/Ste-Marthe,Champlain/St-Maurice/St-Luc-de-Vincennes,"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Trois-Rivières,St-Louis/Champlain/St-Maurice/Ste-Marthe,Champlain/St-Maurice/St-Luc-de-Vincennes,"Apt &
Other /
App. &
autres",--,,**,,**,,**,,**,
Que/Qc,Trois-Rivières,St-Louis/Champlain/St-Maurice/Ste-Marthe,Champlain/St-Maurice/St-Luc-de-Vincennes,Total,--,,**,,**,,**,,**,
Que/Qc,Trois-Rivières,St-Louis/Champlain/St-Maurice/Ste-Marthe,Total,"Row / En
bande",--,,--,,**,,**,,**,
Que/Qc,Trois-Rivières,St-Louis/Champlain/St-Maurice/Ste-Marthe,Total,"Apt &
Other /
App. &
autres",**,,$753,d,$670,b,"$1,002",b,$893,b
Que/Qc,Trois-Rivières,St-Louis/Champlain/St-Maurice/Ste-Marthe,Total,Total,**,,$753,d,$672,b,"$1,002",b,$894,b
Que/Qc,Trois-Rivières,Bécancour,Bécancour (East) ~ Bécancour (Est),"Row / En
bande",--,,--,,**,,--,,**,
Que/Qc,Trois-Rivières,Bécancour,Bécancour (East) ~ Bécancour (Est),"Apt &
Other /
App. &
autres",**,,$403,a,$625,b,**,,$543,b
Que/Qc,Trois-Rivières,Bécancour,Bécancour (East) ~ Bécancour (Est),Total,**,,$403,a,$624,b,**,,$544,b
Que/Qc,Trois-Rivières,Bécancour,Bécancour (West) ~ Bécancour (Ouest),"Row / En
bande",--,,--,,**,,--,,**,
Que/Qc,Trois-Rivières,Bécancour,Bécancour (West) ~ Bécancour (Ouest),"Apt &
Other /
App. &
autres",--,,$521,b,$678,b,$709,a,$670,a
Que/Qc,Trois-Rivières,Bécancour,Bécancour (West) ~ Bécancour (Ouest),Total,--,,$521,b,$677,a,$709,a,$669,a
Que/Qc,Trois-Rivières,Bécancour,Total,"Row / En
bande",--,,--,,**,,--,,**,
Que/Qc,Trois-Rivières,Bécancour,Total,"Apt &
Other /
App. &
autres",**,,$447,a,$663,a,$686,b,$627,a
Que/Qc,Trois-Rivières,Bécancour,Total,Total,**,,$447,a,$662,a,$686,b,$628,a
Que/Qc,Trois-Rivières,Total,Total,"Row / En
bande",--,,**,,$793,a,"$1,009",a,$838,a
Que/Qc,Trois-Rivières,Total,Total,"Apt &
Other /
App. &
autres",$458,b,$533,a,$658,a,$733,a,$641,a
Que/Qc,Trois-Rivières,Total,Total,Total,$458,b,$533,a,$659,a,$734,a,$642,a
Que/Qc,Total,Total,Total,"Row / En
bande",**,,$765,b,$973,b,"$1,279",a,"$1,129",a
Que/Qc,Total,Total,Total,"Apt &
Other /
App. &
autres",$691,a,$803,a,$916,a,"$1,102",a,$896,a
Que/Qc,Total,Total,Total,Total,$691,a,$803,a,$916,a,"$1,104",a,$896,a
Ont./Ont.,Barrie,Barrie,Downtown ~ Centre-ville,"Row / En
bande",**,,--,,**,,**,,**,
Ont./Ont.,Barrie,Barrie,Downtown ~ Centre-ville,"Apt &
Other /
App. &
autres",$974,b,"$1,261",b,"$1,562",c,"$1,496",b,"$1,392",b
Ont./Ont.,Barrie,Barrie,Downtown ~ Centre-ville,Total,$974,b,"$1,261",b,"$1,562",c,"$1,470",b,"$1,391",b
Ont./Ont.,Barrie,Barrie,West End,"Row / En
bande",--,,--,,--,,--,,--,
Ont./Ont.,Barrie,Barrie,West End,"Apt &
Other /
App. &
autres",**,,"$1,270",a,"$1,381",a,**,,"$1,385",a
Ont./Ont.,Barrie,Barrie,West End,Total,**,,"$1,270",a,"$1,381",a,**,,"$1,385",a
Ont./Ont.,Barrie,Barrie,North Barrie ~ Barrie (Nord),"Row / En
bande",--,,--,,**,,--,,**,
Ont./Ont.,Barrie,Barrie,North Barrie ~ Barrie (Nord),"Apt &
Other /
App. &
autres",**,,"$1,294",a,"$1,484",b,**,,"$1,384",b
Ont./Ont.,Barrie,Barrie,North Barrie ~ Barrie (Nord),Total,**,,"$1,294",a,"$1,454",b,**,,"$1,373",b
Ont./Ont.,Barrie,Barrie,East End,"Row / En
bande",--,,--,,**,,**,,**,
Ont./Ont.,Barrie,Barrie,East End,"Apt &
Other /
App. &
autres",**,,"$1,276",b,"$1,421",a,**,,"$1,353",a
Ont./Ont.,Barrie,Barrie,East End,Total,**,,"$1,276",b,"$1,424",a,**,,"$1,371",a
Ont./Ont.,Barrie,Barrie,South Barrie ~ Barrie (Sud),"Row / En
bande",--,,**,,**,,"$1,700",b,"$1,670",b
Ont./Ont.,Barrie,Barrie,South Barrie ~ Barrie (Sud),"Apt &
Other /
App. &
autres",**,,"$1,520",b,"$1,658",c,**,,"$1,634",c
Ont./Ont.,Barrie,Barrie,South Barrie ~ Barrie (Sud),Total,**,,"$1,520",c,"$1,636",b,"$1,724",b,"$1,651",b
Ont./Ont.,Barrie,Barrie,Springwater,"Row / En
bande",--,,--,,--,,--,,--,
Ont./Ont.,Barrie,Barrie,Springwater,"Apt &
Other /
App. &
autres",--,,**,,**,,--,,**,
Ont./Ont.,Barrie,Barrie,Springwater,Total,--,,**,,**,,--,,**,
Ont./Ont.,Barrie,Barrie,Innisfil,"Row / En
bande",--,,**,,**,,--,,**,
Ont./Ont.,Barrie,Barrie,Innisfil,"Apt &
Other /
App. &
autres",--,,**,,**,,--,,**,
Ont./Ont.,Barrie,Barrie,Innisfil,Total,--,,**,,**,,--,,**,
Ont./Ont.,Barrie,Barrie,Total,"Row / En
bande",**,,**,,**,,"$1,666",b,"$1,622",b
Ont./Ont.,Barrie,Barrie,Total,"Apt &
Other /
App. &
autres",$979,b,"$1,286",a,"$1,502",a,"$1,592",a,"$1,403",a
Ont./Ont.,Barrie,Barrie,Total,Total,$979,b,"$1,286",a,"$1,502",a,"$1,639",b,"$1,427",a
Ont./Ont.,Barrie,Total,Total,"Row / En
bande",**,,**,,**,,"$1,666",b,"$1,622",b
Ont./Ont.,Barrie,Total,Total,"Apt &
Other /
App. &
autres",$979,b,"$1,286",a,"$1,502",a,"$1,592",a,"$1,403",a
Ont./Ont.,Barrie,Total,Total,Total,$979,b,"$1,286",a,"$1,502",a,"$1,639",b,"$1,427",a
Ont./Ont.,Belleville,City of Belleville ~ Ville de Belleville,Belleville (Southwest) ~ Belleville (Sud-Ouest),"Row / En
bande",--,,**,,**,,**,,**,
Ont./Ont.,Belleville,City of Belleville ~ Ville de Belleville,Belleville (Southwest) ~ Belleville (Sud-Ouest),"Apt &
Other /
App. &
autres",$925,b,"$1,156",a,"$1,264",a,"$1,659",c,"$1,235",a
Ont./Ont.,Belleville,City of Belleville ~ Ville de Belleville,Belleville (Southwest) ~ Belleville (Sud-Ouest),Total,$925,b,"$1,156",a,"$1,263",a,"$1,659",c,"$1,235",a
Ont./Ont.,Belleville,City of Belleville ~ Ville de Belleville,Downtown ~ Centre-ville,"Row / En
bande",--,,--,,**,,--,,**,
Ont./Ont.,Belleville,City of Belleville ~ Ville de Belleville,Downtown ~ Centre-ville,"Apt &
Other /
App. &
autres",**,,$824,b,"$1,012",b,**,,$944,b
Ont./Ont.,Belleville,City of Belleville ~ Ville de Belleville,Downtown ~ Centre-ville,Total,**,,$824,b,"$1,012",b,**,,$944,b
Ont./Ont.,Belleville,City of Belleville ~ Ville de Belleville,"Belleville (Northwest) ~ Belleville
(Nord-Ouest)","Row / En
bande",--,,--,,**,,**,,**,
Ont./Ont.,Belleville,City of Belleville ~ Ville de Belleville,"Belleville (Northwest) ~ Belleville
(Nord-Ouest)","Apt &
Other /
App. &
autres",**,,$963,a,"$1,139",a,"$1,578",d,"$1,117",a
Ont./Ont.,Belleville,City of Belleville ~ Ville de Belleville,"Belleville (Northwest) ~ Belleville
(Nord-Ouest)",Total,**,,$963,a,"$1,134",a,"$1,271",b,"$1,114",a
Ont./Ont.,Belleville,City of Belleville ~ Ville de Belleville,Belleville (East) ~ Belleville (Est),"Row / En
bande",--,,--,,--,,--,,--,
Ont./Ont.,Belleville,City of Belleville ~ Ville de Belleville,Belleville (East) ~ Belleville (Est),"Apt &
Other /
App. &
autres",**,,"$1,145",a,"$1,206",a,**,,"$1,209",a
Ont./Ont.,Belleville,City of Belleville ~ Ville de Belleville,Belleville (East) ~ Belleville (Est),Total,**,,"$1,145",a,"$1,206",a,**,,"$1,209",a
Ont./Ont.,Belleville,City of Belleville ~ Ville de Belleville,Belleville (Rural) ~ Belleville (zones rurales),"Row / En
bande",--,,--,,--,,--,,--,
Ont./Ont.,Belleville,City of Belleville ~ Ville de Belleville,Belleville (Rural) ~ Belleville (zones rurales),"Apt &
Other /
App. &
autres",--,,--,,--,,--,,--,
Ont./Ont.,Belleville,City of Belleville ~ Ville de Belleville,Belleville (Rural) ~ Belleville (zones rurales),Total,--,,--,,--,,--,,--,
Ont./Ont.,Belleville,City of Belleville ~ Ville de Belleville,Total,"Row / En
bande",--,,**,,**,,**,,**,
Ont./Ont.,Belleville,City of Belleville ~ Ville de Belleville,Total,"Apt &
Other /
App. &
autres",$900,b,"$1,112",a,"$1,219",a,"$1,625",b,"$1,197",a
Ont./Ont.,Belleville,City of Belleville ~ Ville de Belleville,Total,Total,$900,b,"$1,112",a,"$1,216",a,"$1,498",b,"$1,194",a
Ont./Ont.,Belleville,City of Quinte West ~ Ville de Quinte West,Quinte West (East) ~ Quinte West (Est),"Row / En
bande",--,,**,,**,,**,,**,
Ont./Ont.,Belleville,City of Quinte West ~ Ville de Quinte West,Quinte West (East) ~ Quinte West (Est),"Apt &
Other /
App. &
autres",--,,**,,**,,--,,**,
Ont./Ont.,Belleville,City of Quinte West ~ Ville de Quinte West,Quinte West (East) ~ Quinte West (Est),Total,--,,**,,**,,**,,**,
Ont./Ont.,Belleville,City of Quinte West ~ Ville de Quinte West,Quinte West (West) ~ Quinte West (Ouest),"Row / En
bande",--,,--,,**,,**,,**,
Ont./Ont.,Belleville,City of Quinte West ~ Ville de Quinte West,Quinte West (West) ~ Quinte West (Ouest),"Apt &
Other /
App. &
autres",$576,c,$950,b,"$1,081",a,"$1,076",c,"$1,047",a
Ont./Ont.,Belleville,City of Quinte West ~ Ville de Quinte West,Quinte West (West) ~ Quinte West (Ouest),Total,$576,c,$950,b,"$1,081",a,$993,c,"$1,043",a
Ont./Ont.,Belleville,City of Quinte West ~ Ville de Quinte West,Total,"Row / En
bande",--,,**,,**,,**,,**,
Ont./Ont.,Belleville,City of Quinte West ~ Ville de Quinte West,Total,"Apt &
Other /
App. &
autres",$576,c,$962,b,"$1,081",a,"$1,076",c,"$1,049",a
Ont./Ont.,Belleville,City of Quinte West ~ Ville de Quinte West,Total,Total,$576,c,$958,b,"$1,067",a,$993,c,"$1,037",a
Ont./Ont.,Belleville,Total,Total,"Row / En
bande",--,,**,,$950,c,**,,$979,b
Ont./Ont.,Belleville,Total,Total,"Apt &
Other /
App. &
autres",$876,b,"$1,076",a,"$1,174",a,"$1,531",b,"$1,154",a
Ont./Ont.,Belleville,Total,Total,Total,$876,b,"$1,074",a,"$1,166",a,"$1,382",b,"$1,147",a
Ont./Ont.,Brantford,Brantford,Brantford Core ~ Brantford (coeur),"Row / En
bande",--,,--,,**,,**,,**,
Ont./Ont.,Brantford,Brantford,Brantford Core ~ Brantford (coeur),"Apt &
Other /
App. &
autres",**,,"$1,010",b,"$1,284",b,**,,"$1,186",b
Ont./Ont.,Brantford,Brantford,Brantford Core ~ Brantford (coeur),Total,**,,"$1,010",b,"$1,284",b,**,,"$1,186",b
Ont./Ont.,Brantford,Brantford,Brantford East ~ Brantford (Est),"Row / En
bande",--,,--,,**,,**,,**,
Ont./Ont.,Brantford,Brantford,Brantford East ~ Brantford (Est),"Apt &
Other /
App. &
autres",**,,"$1,086",b,"$1,033",b,"$1,116",c,"$1,055",b
Ont./Ont.,Brantford,Brantford,Brantford East ~ Brantford (Est),Total,**,,"$1,086",b,"$1,058",b,"$1,187",c,"$1,086",b
Ont./Ont.,Brantford,Brantford,Terrace Hill,"Row / En
bande",--,,--,,**,,**,,**,
Ont./Ont.,Brantford,Brantford,Terrace Hill,"Apt &
Other /
App. &
autres",$840,d,"$1,036",b,"$1,140",b,"$1,125",c,"$1,107",b
Ont./Ont.,Brantford,Brantford,Terrace Hill,Total,$840,d,"$1,036",b,"$1,138",b,"$1,125",c,"$1,106",b
Ont./Ont.,Brantford,Brantford,Brantford North ~ Brantford (Nord),"Row / En
bande",--,,--,,"$1,242",a,"$1,348",a,"$1,318",a
Ont./Ont.,Brantford,Brantford,Brantford North ~ Brantford (Nord),"Apt &
Other /
App. &
autres",$932,a,"$1,217",a,"$1,363",a,**,,"$1,291",a
Ont./Ont.,Brantford,Brantford,Brantford North ~ Brantford (Nord),Total,$932,a,"$1,217",a,"$1,342",a,"$1,336",a,"$1,298",a
Ont./Ont.,Brantford,Brantford,Brantford West ~ Brantford (Ouest),"Row / En
bande",--,,--,,**,,**,,**,
Ont./Ont.,Brantford,Brantford,Brantford West ~ Brantford (Ouest),"Apt &
Other /
App. &
autres",**,,"$1,006",a,"$1,089",b,"$1,249",b,"$1,103",b
Ont./Ont.,Brantford,Brantford,Brantford West ~ Brantford (Ouest),Total,**,,"$1,006",a,"$1,090",b,"$1,249",b,"$1,103",b
Ont./Ont.,Brantford,Brantford,Brant,"Row / En
bande",--,,--,,**,,--,,**,
Ont./Ont.,Brantford,Brantford,Brant,"Apt &
Other /
App. &
autres",**,,"$1,097",c,"$1,262",d,**,,"$1,180",c
Ont./Ont.,Brantford,Brantford,Brant,Total,**,,"$1,097",c,"$1,262",d,**,,"$1,180",c
Ont./Ont.,Brantford,Brantford,Total,"Row / En
bande",--,,--,,"$1,248",b,"$1,349",a,"$1,317",a
Ont./Ont.,Brantford,Brantford,Total,"Apt &
Other /
App. &
autres",$879,b,"$1,116",a,"$1,203",a,"$1,231",a,"$1,173",a
Ont./Ont.,Brantford,Brantford,Total,Total,$879,b,"$1,116",a,"$1,207",a,"$1,288",a,"$1,192",a
Ont./Ont.,Brantford,Total,Total,"Row / En
bande",--,,--,,"$1,248",b,"$1,349",a,"$1,317",a
Ont./Ont.,Brantford,Total,Total,"Apt &
Other /
App. &
autres",$879,b,"$1,116",a,"$1,203",a,"$1,231",a,"$1,173",a
