Province,Centre,Zone,Neighbourhood,Dwelling Type ,Bachelor ,1 Bedroom,2 Bedroom,3 Bedroom +,Total ,Year
Nfld.Lab.,St. John's,St. John's East,St. John's East,Row,,827.0,903.0,,1114.0,2019
Nfld.Lab.,St. John's,St. John's East,St. John's East,Apt & Other,669.0,855.0,1056.0,986.0,953.0,2019
Nfld.Lab.,St. John's,St. John's West,St. John's West,Row,,,740.0,,575.0,2019
Nfld.Lab.,St. John's,St. John's West,St. John's West,Apt & Other,768.0,791.0,876.0,936.0,848.0,2019
Nfld.Lab.,St. John's,Remainder of CMA,Remainder of CMA,Row,,,870.0,,874.0,2019
Nfld.Lab.,St. John's,Remainder of CMA,Remainder of CMA,Apt & Other,,775.0,867.0,702.0,803.0,2019
N.S.,Halifax,Peninsula South,Downtown Halifax,Row,,,,,,2019
N.S.,Halifax,Peninsula South,Downtown Halifax,Apt & Other,987.0,1298.0,1771.0,2182.0,1473.0,2019
N.S.,Halifax,Peninsula South,South End,Row,,,,,,2019
N.S.,Halifax,Peninsula South,South End,Apt & Other,851.0,1143.0,1583.0,1736.0,1227.0,2019
N.S.,Halifax,Peninsula South,Peninsula Southwest,Row,,,,,,2019
N.S.,Halifax,Peninsula South,Peninsula Southwest,Apt & Other,881.0,1085.0,1517.0,1846.0,1370.0,2019
N.S.,Halifax,Peninsula North,Peninsula Northwest,Row,,,,,,2019
N.S.,Halifax,Peninsula North,Peninsula Northwest,Apt & Other,722.0,892.0,1157.0,1486.0,1047.0,2019
N.S.,Halifax,Peninsula North,North End,Row,,,,,,2019
N.S.,Halifax,Peninsula North,North End,Apt & Other,785.0,1013.0,1215.0,1310.0,1117.0,2019
N.S.,Halifax,Mainland South,Armdale,Row,,,,1750.0,1750.0,2019
N.S.,Halifax,Mainland South,Armdale,Apt & Other,,815.0,872.0,,857.0,2019
N.S.,Halifax,Mainland South,Spryfield/Herring Cove,Row,,,,,,2019
N.S.,Halifax,Mainland South,Spryfield/Herring Cove,Apt & Other,618.0,685.0,833.0,882.0,769.0,2019
N.S.,Halifax,Mainland North,Fairmount,Row,,,,1663.0,1663.0,2019
N.S.,Halifax,Mainland North,Fairmount,Apt & Other,,731.0,1384.0,,,2019
N.S.,Halifax,Mainland North,Fairview,Row,,,1247.0,,1247.0,2019
N.S.,Halifax,Mainland North,Fairview,Apt & Other,,993.0,1335.0,1473.0,1252.0,2019
N.S.,Halifax,Mainland North,Clayton Park/Rockingham,Row,,,,1446.0,1291.0,2019
N.S.,Halifax,Mainland North,Clayton Park/Rockingham,Apt & Other,770.0,895.0,1094.0,1381.0,1066.0,2019
N.S.,Halifax,Mainland North,Bedford South,Row,,,,,,2019
N.S.,Halifax,Mainland North,Bedford South,Apt & Other,,1005.0,1352.0,1496.0,1265.0,2019
N.S.,Halifax,Dartmouth North,Wyse Road,Row,,,,,,2019
N.S.,Halifax,Dartmouth North,Wyse Road,Apt & Other,664.0,808.0,949.0,,888.0,2019
N.S.,Halifax,Dartmouth North,Albro Lake/Lake Banook,Row,,,,,,2019
N.S.,Halifax,Dartmouth North,Albro Lake/Lake Banook,Apt & Other,,960.0,1234.0,1440.0,1178.0,2019
N.S.,Halifax,Dartmouth North,Burnside/Tufts Cove,Row,,,,1003.0,840.0,2019
N.S.,Halifax,Dartmouth North,Burnside/Tufts Cove,Apt & Other,579.0,696.0,849.0,977.0,770.0,2019
N.S.,Halifax,Dartmouth South,Downtown Dartmouth,Row,,,,,,2019
N.S.,Halifax,Dartmouth South,Downtown Dartmouth,Apt & Other,586.0,941.0,968.0,952.0,949.0,2019
N.S.,Halifax,Dartmouth South,Woodside/Eastern Passage,Row,,,,,,2019
N.S.,Halifax,Dartmouth South,Woodside/Eastern Passage,Apt & Other,,939.0,1456.0,1695.0,1314.0,2019
N.S.,Halifax,Dartmouth East,Portland Estates/Morris Lake,Row,,,,,,2019
N.S.,Halifax,Dartmouth East,Portland Estates/Morris Lake,Apt & Other,,1075.0,1497.0,,1401.0,2019
N.S.,Halifax,Dartmouth East,Woodlawn/Forest Hills/Port Wallace,Row,,,,,1095.0,2019
N.S.,Halifax,Dartmouth East,Woodlawn/Forest Hills/Port Wallace,Apt & Other,,701.0,829.0,893.0,800.0,2019
N.S.,Halifax,Dartmouth East,Cole Harbour,Row,,,,,,2019
N.S.,Halifax,Dartmouth East,Cole Harbour,Apt & Other,,,876.0,,862.0,2019
N.S.,Halifax,Bedford,Bedford,Row,,,,,,2019
N.S.,Halifax,Bedford,Bedford,Apt & Other,656.0,863.0,1327.0,1477.0,1286.0,2019
N.S.,Halifax,Sackville,Sackville,Row,,,,1382.0,1381.0,2019
N.S.,Halifax,Sackville,Sackville,Apt & Other,,931.0,1098.0,1288.0,1101.0,2019
N.S.,Halifax,Remainder of CMA,Timberlea/Beechville,Row,,,,,,2019
N.S.,Halifax,Remainder of CMA,Timberlea/Beechville,Apt & Other,,923.0,1288.0,,1185.0,2019
N.S.,Halifax,Remainder of CMA,Hammonds Plains,Row,,,,,,2019
N.S.,Halifax,Remainder of CMA,Hammonds Plains,Apt & Other,,1295.0,1633.0,1798.0,1600.0,2019
N.S.,Halifax,Remainder of CMA,Herring Cove/Terence Bay/Prospect etc.,Row,,,,,,2019
N.S.,Halifax,Remainder of CMA,Herring Cove/Terence Bay/Prospect etc.,Apt & Other,,,,,,2019
N.S.,Halifax,Remainder of CMA,Waverley/Fall River/Beaverbank,Row,,,,1375.0,1375.0,2019
N.S.,Halifax,Remainder of CMA,Waverley/Fall River/Beaverbank,Apt & Other,,,701.0,,774.0,2019
N.S.,Halifax,Remainder of CMA,Halifax County East,Row,,,,,1400.0,2019
N.S.,Halifax,Remainder of CMA,Halifax County East,Apt & Other,,,,,,2019
N.B.,Moncton,Central Moncton,Downtown Moncton,Row,,,,,,2019
N.B.,Moncton,Central Moncton,Downtown Moncton,Apt & Other,611.0,748.0,853.0,904.0,800.0,2019
N.B.,Moncton,Central Moncton,Garden Hill,Row,,,,,,2019
N.B.,Moncton,Central Moncton,Garden Hill,Apt & Other,576.0,677.0,793.0,857.0,760.0,2019
N.B.,Moncton,West Moncton,West Moncton,Row,,,,,,2019
N.B.,Moncton,West Moncton,West Moncton,Apt & Other,631.0,698.0,820.0,856.0,768.0,2019
N.B.,Moncton,East Moncton,Sunny Brae,Row,,,,,,2019
N.B.,Moncton,East Moncton,Sunny Brae,Apt & Other,,635.0,837.0,789.0,811.0,2019
N.B.,Moncton,East Moncton,Lewisville/Harrisville,Row,,,,,,2019
N.B.,Moncton,East Moncton,Lewisville/Harrisville,Apt & Other,,678.0,963.0,,896.0,2019
N.B.,Moncton,East Moncton,Humphrey,Row,,,,,,2019
N.B.,Moncton,East Moncton,Humphrey,Apt & Other,695.0,682.0,815.0,911.0,794.0,2019
N.B.,Moncton,East Moncton,Magnetic Hill/Irishtown,Row,,,,,,2019
