Date,Composite_HPI_SA,Single_Family_HPI_SA,One_Storey_HPI_SA,Two_Storey_HPI_SA,Townhouse_HPI_SA,Apartment_HPI_SA,Composite_Benchmark_SA,Single_Family_Benchmark_SA,One_Storey_Benchmark_SA,Two_Storey_Benchmark_SA,Townhouse_Benchmark_SA,Apartment_Benchmark_SA
Aug 2019,253.6,260,256.3,260.6,255,268.3,512100,564700,540600,570200,378700,323000
Sep 2019,257.7,263.1,261.5,263.2,260.5,272.6,520300,571500,551600,575800,386900,328200
Oct 2019,259.6,265.8,263.8,266.2,261.1,271.5,524200,577400,556300,582400,387700,326900
Nov 2019,259.3,265.2,268.4,264,260.3,276.8,523600,576100,566100,577600,386500,333300
Dec 2019,262.3,269.5,271.7,271.2,259.1,266.6,529600,585400,573100,593400,384800,321000
Jan 2020,264.3,271.4,276.9,271.8,262.1,288,533600,589500,584000,594700,389200,346700
Feb 2020,264.8,270.7,275,272.1,264.6,289.5,534600,588000,579900,595300,393000,348600
Mar 2020,262.2,268.2,265.4,269.3,265.2,300.6,529300,582500,559700,589200,393800,361900
Apr 2020,253.9,260.4,253.4,261.9,264.4,278.6,512600,565500,534500,573100,392600,335400
May 2020,266.7,274.4,272.9,274.4,264.2,300.7,538400,596100,575500,600300,392300,362100
Jun 2020,277.2,286.4,281.9,287.1,272.3,301.7,559700,622000,594500,628200,404300,363300
Jul 2020,286.3,295.8,296,295.1,285.1,306,578100,642400,624300,645600,423400,368400
Aug 2020,295,303.9,302.5,303.5,296,323.3,595700,660000,637900,664000,439600,389300
Sep 2020,297.4,308.1,308.8,307.1,297.2,308.7,600500,669100,651300,671900,441400,371700
Oct 2020,302.8,314,314.2,313.4,304.2,315.9,611400,681900,662600,685700,451800,380300
Nov 2020,310.5,322.5,319.1,322.7,310.4,324.7,626800,700400,672900,706100,461000,390900
Dec 2020,319.9,330.9,326,336,330,325.6,645900,718800,687600,735200,490000,392000
Jan 2021,326.3,339.6,335,344.2,340.1,331.6,658800,737600,706500,753200,505000,399300
Feb 2021,335.9,349.2,345.5,355,349.7,333.1,678100,758500,728600,776800,519300,401100
Mar 2021,347.5,363.2,361.5,364.1,363.9,350.2,701600,788800,762400,796600,540400,421600
Apr 2021,354.2,367.8,368.1,366.6,383.7,366.2,715100,798800,776400,802200,569800,440900
May 2021,360,375.9,379.2,373.9,387.6,360,726900,816400,799700,818100,575600,433500
Jun 2021,368.4,386.5,379.3,387.4,392.5,359.1,743700,839400,800000,847700,582800,432300
Jul 2021,375.7,394.7,389.5,395.1,397.7,371.2,758500,857200,821500,864500,590600,446900
Aug 2021,383.2,404.3,397.6,405,406.7,367.4,773600,878200,838500,886200,603900,442400
Sep 2021,396.3,418.7,416.7,418.1,418.2,373.7,800200,909400,878800,914700,621100,449900
Oct 2021,405.2,427.2,420.7,428.4,433.9,385.5,818000,927900,887200,937400,644300,464200
Nov 2021,415.2,439.8,438.6,439.1,448.8,378.9,838300,955200,925000,960800,666500,456200
Dec 2021,418.5,440.8,451,443.4,459.1,393,844900,957400,951100,970200,681700,473200
Jan 2022,449.8,480,473.3,488.1,477.6,421.4,908100,1042600,998100,1067900,709200,507400
Feb 2022,452.8,475.7,481.3,482.1,496.1,459.3,914200,1033300,1015000,1054800,736700,553000
Mar 2022,443,462.1,451,466.2,504.8,480.1,894500,1003600,951100,1020000,749600,578100
Apr 2022,427.8,445.6,439.5,446.1,487.9,465,863700,967800,927000,976000,724600,559900
May 2022,414.4,430.9,413.7,435.1,472.8,456.9,836700,935900,872500,951900,702100,550100
Jun 2022,394.8,408.3,399.2,409.8,455.6,446.1,797100,886900,842000,896700,676600,537100
Jul 2022,381.5,393.8,385.3,395.2,442.5,435.9,770200,855300,812700,864700,657100,524800
Aug 2022,376.5,390,379.1,392.2,431.9,426.6,760100,847100,799500,858200,641300,513600
Sep 2022,371,384.5,373.9,386.9,427.6,410.1,749000,835200,788600,846600,635000,493800
Oct 2022,369.8,384.2,380.4,384.9,420.7,410.6,746600,834400,802300,842100,624800,494400
Nov 2022,362.3,374.8,365.8,377,416.1,409.1,731400,814000,771500,824900,617900,492600
Dec 2022,354.6,367.9,367.1,373.8,407.1,392,715900,799100,774200,817900,604600,472000
Jan 2023,342.5,355.3,355,360.7,393.9,399.8,691500,771700,748700,789200,585000,481300
Feb 2023,342.1,356.4,356.9,363.4,386.1,393.5,690700,774100,752800,795200,573400,473800
