Province,Centre,Zone,Neighbourhood,Dwelling Type ,Bachelor ,1 Bedroom,2 Bedroom,3 Bedroom +,Total 
Que/Qc,Montréal,"ND-de-Grâce/Ct-St-Luc etc. ~
N.-D.-de-Grâce/Ct-St-Luc etc.",Notre-Dame-de-Grâce,"Apt &
Other /
App. &
autres","2,537","5,609","7,389","1,452","16,987"
Que/Qc,Montréal,"ND-de-Grâce/Ct-St-Luc etc. ~
N.-D.-de-Grâce/Ct-St-Luc etc.",Notre-Dame-de-Grâce,Total,"2,537","5,609","7,389","1,452","16,987"
Que/Qc,Montréal,"ND-de-Grâce/Ct-St-Luc etc. ~
N.-D.-de-Grâce/Ct-St-Luc etc.",Hampstead/Côte-Saint-Luc,"Row / En
bande",--,--,--,--,--
Que/Qc,Montréal,"ND-de-Grâce/Ct-St-Luc etc. ~
N.-D.-de-Grâce/Ct-St-Luc etc.",Hampstead/Côte-Saint-Luc,"Apt &
Other /
App. &
autres",6,295,354,50,705
Que/Qc,Montréal,"ND-de-Grâce/Ct-St-Luc etc. ~
N.-D.-de-Grâce/Ct-St-Luc etc.",Hampstead/Côte-Saint-Luc,Total,6,295,354,50,705
Que/Qc,Montréal,"ND-de-Grâce/Ct-St-Luc etc. ~
N.-D.-de-Grâce/Ct-St-Luc etc.","Côte-Saint-Luc/Montreal West ~
Côte-Saint-Luc/Montréal-Ouest","Row / En
bande",0,0,62,48,110
Que/Qc,Montréal,"ND-de-Grâce/Ct-St-Luc etc. ~
N.-D.-de-Grâce/Ct-St-Luc etc.","Côte-Saint-Luc/Montreal West ~
Côte-Saint-Luc/Montréal-Ouest","Apt &
Other /
App. &
autres",214,"2,321","3,133",296,"5,964"
Que/Qc,Montréal,"ND-de-Grâce/Ct-St-Luc etc. ~
N.-D.-de-Grâce/Ct-St-Luc etc.","Côte-Saint-Luc/Montreal West ~
Côte-Saint-Luc/Montréal-Ouest",Total,214,"2,321","3,195",344,"6,074"
Que/Qc,Montréal,"ND-de-Grâce/Ct-St-Luc etc. ~
N.-D.-de-Grâce/Ct-St-Luc etc.",Total,"Row / En
bande",0,0,62,48,110
Que/Qc,Montréal,"ND-de-Grâce/Ct-St-Luc etc. ~
N.-D.-de-Grâce/Ct-St-Luc etc.",Total,"Apt &
Other /
App. &
autres","2,970","9,434","12,447","2,512","27,363"
Que/Qc,Montréal,"ND-de-Grâce/Ct-St-Luc etc. ~
N.-D.-de-Grâce/Ct-St-Luc etc.",Total,Total,"2,970","9,434","12,509","2,560","27,473"
Que/Qc,Montréal,Ct-des-Neiges/Mt-Royal/Outremont,Côte-des-Neiges,"Row / En
bande",--,--,--,--,--
Que/Qc,Montréal,Ct-des-Neiges/Mt-Royal/Outremont,Côte-des-Neiges,"Apt &
Other /
App. &
autres","3,780","13,698","13,804","2,511","33,793"
Que/Qc,Montréal,Ct-des-Neiges/Mt-Royal/Outremont,Côte-des-Neiges,Total,"3,780","13,698","13,804","2,511","33,793"
Que/Qc,Montréal,Ct-des-Neiges/Mt-Royal/Outremont,Outremont,"Row / En
bande",0,0,0,3,3
Que/Qc,Montréal,Ct-des-Neiges/Mt-Royal/Outremont,Outremont,"Apt &
Other /
App. &
autres",141,984,"2,207",854,"4,186"
Que/Qc,Montréal,Ct-des-Neiges/Mt-Royal/Outremont,Outremont,Total,141,984,"2,207",857,"4,189"
Que/Qc,Montréal,Ct-des-Neiges/Mt-Royal/Outremont,Mont-Royal,"Row / En
bande",--,--,--,--,--
Que/Qc,Montréal,Ct-des-Neiges/Mt-Royal/Outremont,Mont-Royal,"Apt &
Other /
App. &
autres",56,841,946,152,"1,995"
Que/Qc,Montréal,Ct-des-Neiges/Mt-Royal/Outremont,Mont-Royal,Total,56,841,946,152,"1,995"
Que/Qc,Montréal,Ct-des-Neiges/Mt-Royal/Outremont,Total,"Row / En
bande",0,0,0,3,3
Que/Qc,Montréal,Ct-des-Neiges/Mt-Royal/Outremont,Total,"Apt &
Other /
App. &
autres","3,977","15,523","16,957","3,517","39,974"
Que/Qc,Montréal,Ct-des-Neiges/Mt-Royal/Outremont,Total,Total,"3,977","15,523","16,957","3,520","39,977"
Que/Qc,Montréal,Plateau-Mont-Royal,Plateau-Mont-Royal,"Row / En
bande",--,--,--,--,--
Que/Qc,Montréal,Plateau-Mont-Royal,Plateau-Mont-Royal,"Apt &
Other /
App. &
autres","8,330","11,204","16,608","4,146","40,288"
Que/Qc,Montréal,Plateau-Mont-Royal,Plateau-Mont-Royal,Total,"8,330","11,204","16,608","4,146","40,288"
Que/Qc,Montréal,Plateau-Mont-Royal,Total,"Row / En
bande",--,--,--,--,--
Que/Qc,Montréal,Plateau-Mont-Royal,Total,"Apt &
Other /
App. &
autres","8,330","11,204","16,608","4,146","40,288"
Que/Qc,Montréal,Plateau-Mont-Royal,Total,Total,"8,330","11,204","16,608","4,146","40,288"
Que/Qc,Montréal,Villeray/St-Michel/Pc-Extension,Parc-Extension,"Row / En
bande",--,--,--,--,--
Que/Qc,Montréal,Villeray/St-Michel/Pc-Extension,Parc-Extension,"Apt &
Other /
App. &
autres","1,497","2,792","4,688",853,"9,830"
Que/Qc,Montréal,Villeray/St-Michel/Pc-Extension,Parc-Extension,Total,"1,497","2,792","4,688",853,"9,830"
Que/Qc,Montréal,Villeray/St-Michel/Pc-Extension,Villeray,"Row / En
bande",0,4,0,1,5
Que/Qc,Montréal,Villeray/St-Michel/Pc-Extension,Villeray,"Apt &
Other /
App. &
autres","1,531","4,659","9,732","2,022","17,944"
Que/Qc,Montréal,Villeray/St-Michel/Pc-Extension,Villeray,Total,"1,531","4,663","9,732","2,023","17,949"
Que/Qc,Montréal,Villeray/St-Michel/Pc-Extension,Saint-Michel,"Row / En
bande",0,3,1,2,6
Que/Qc,Montréal,Villeray/St-Michel/Pc-Extension,Saint-Michel,"Apt &
Other /
App. &
autres","1,012","2,565","8,220","1,001","12,798"
Que/Qc,Montréal,Villeray/St-Michel/Pc-Extension,Saint-Michel,Total,"1,012","2,568","8,221","1,003","12,804"
Que/Qc,Montréal,Villeray/St-Michel/Pc-Extension,Total,"Row / En
bande",0,7,1,3,11
Que/Qc,Montréal,Villeray/St-Michel/Pc-Extension,Total,"Apt &
Other /
App. &
autres","4,040","10,016","22,640","3,876","40,572"
Que/Qc,Montréal,Villeray/St-Michel/Pc-Extension,Total,Total,"4,040","10,023","22,641","3,879","40,583"
Que/Qc,Montréal,Hochelaga-Maisonneuve,East Ville-Marie ~ Ville-Marie Est,"Row / En
bande",--,--,--,--,--
Que/Qc,Montréal,Hochelaga-Maisonneuve,East Ville-Marie ~ Ville-Marie Est,"Apt &
Other /
App. &
autres","1,214","2,999","5,254","1,686","11,153"
Que/Qc,Montréal,Hochelaga-Maisonneuve,East Ville-Marie ~ Ville-Marie Est,Total,"1,214","2,999","5,254","1,686","11,153"
Que/Qc,Montréal,Hochelaga-Maisonneuve,Hochelaga-Maisonneuve,"Row / En
bande",--,--,--,--,--
Que/Qc,Montréal,Hochelaga-Maisonneuve,Hochelaga-Maisonneuve,"Apt &
Other /
App. &
autres","2,014","4,436","8,524","2,616","17,590"
Que/Qc,Montréal,Hochelaga-Maisonneuve,Hochelaga-Maisonneuve,Total,"2,014","4,436","8,524","2,616","17,590"
Que/Qc,Montréal,Hochelaga-Maisonneuve,Total,"Row / En
bande",--,--,--,--,--
Que/Qc,Montréal,Hochelaga-Maisonneuve,Total,"Apt &
Other /
App. &
autres","3,228","7,435","13,778","4,302","28,743"
Que/Qc,Montréal,Hochelaga-Maisonneuve,Total,Total,"3,228","7,435","13,778","4,302","28,743"
Que/Qc,Montréal,Rosemont/La Petite-Patrie,Rosemont/La Petite-Patrie,"Row / En
bande",--,--,--,--,--
Que/Qc,Montréal,Rosemont/La Petite-Patrie,Rosemont/La Petite-Patrie,"Apt &
Other /
App. &
autres","5,302","12,130","22,197","4,009","43,638"
Que/Qc,Montréal,Rosemont/La Petite-Patrie,Rosemont/La Petite-Patrie,Total,"5,302","12,130","22,197","4,009","43,638"
Que/Qc,Montréal,Rosemont/La Petite-Patrie,Total,"Row / En
bande",--,--,--,--,--
Que/Qc,Montréal,Rosemont/La Petite-Patrie,Total,"Apt &
Other /
App. &
autres","5,302","12,130","22,197","4,009","43,638"
Que/Qc,Montréal,Rosemont/La Petite-Patrie,Total,Total,"5,302","12,130","22,197","4,009","43,638"
Que/Qc,Montréal,Anjou/Saint-Léonard,Saint-Léonard,"Row / En
bande",--,--,--,--,--
Que/Qc,Montréal,Anjou/Saint-Léonard,Saint-Léonard,"Apt &
Other /
App. &
autres",251,"2,321","13,927","2,565","19,064"
Que/Qc,Montréal,Anjou/Saint-Léonard,Saint-Léonard,Total,251,"2,321","13,927","2,565","19,064"
Que/Qc,Montréal,Anjou/Saint-Léonard,Anjou,"Row / En
bande",0,2,0,4,6
Que/Qc,Montréal,Anjou/Saint-Léonard,Anjou,"Apt &
Other /
App. &
autres",349,"1,747","5,382","1,090","8,568"
Que/Qc,Montréal,Anjou/Saint-Léonard,Anjou,Total,349,"1,749","5,382","1,094","8,574"
Que/Qc,Montréal,Anjou/Saint-Léonard,Total,"Row / En
bande",0,2,0,4,6
Que/Qc,Montréal,Anjou/Saint-Léonard,Total,"Apt &
Other /
App. &
autres",600,"4,068","19,309","3,655","27,632"
Que/Qc,Montréal,Anjou/Saint-Léonard,Total,Total,600,"4,070","19,309","3,659","27,638"
Que/Qc,Montréal,Montréal-Nord,Montréal-Nord,"Row / En
bande",0,5,10,0,15
Que/Qc,Montréal,Montréal-Nord,Montréal-Nord,"Apt &
Other /
App. &
autres",759,"3,689","14,951","2,465","21,864"
Que/Qc,Montréal,Montréal-Nord,Montréal-Nord,Total,759,"3,694","14,961","2,465","21,879"
Que/Qc,Montréal,Montréal-Nord,Total,"Row / En
bande",0,5,10,0,15
Que/Qc,Montréal,Montréal-Nord,Total,"Apt &
Other /
App. &
autres",759,"3,689","14,951","2,465","21,864"
Que/Qc,Montréal,Montréal-Nord,Total,Total,759,"3,694","14,961","2,465","21,879"
Que/Qc,Montréal,Ahuntsic/Cartierville,Ahuntsic,"Row / En
bande",--,--,--,--,--
Que/Qc,Montréal,Ahuntsic/Cartierville,Ahuntsic,"Apt &
Other /
App. &
autres","2,031","6,362","12,519","1,765","22,677"
Que/Qc,Montréal,Ahuntsic/Cartierville,Ahuntsic,Total,"2,031","6,362","12,519","1,765","22,677"
Que/Qc,Montréal,Ahuntsic/Cartierville,Cartierville,"Row / En
bande",--,--,--,--,--
Que/Qc,Montréal,Ahuntsic/Cartierville,Cartierville,"Apt &
Other /
App. &
autres",720,"2,322","3,262",445,"6,749"
Que/Qc,Montréal,Ahuntsic/Cartierville,Cartierville,Total,720,"2,322","3,262",445,"6,749"
Que/Qc,Montréal,Ahuntsic/Cartierville,Total,"Row / En
bande",--,--,--,--,--
Que/Qc,Montréal,Ahuntsic/Cartierville,Total,"Apt &
Other /
App. &
autres","2,751","8,684","15,781","2,210","29,426"
Que/Qc,Montréal,Ahuntsic/Cartierville,Total,Total,"2,751","8,684","15,781","2,210","29,426"
Que/Qc,Montréal,Saint-Laurent,Saint-Laurent,"Row / En
bande",--,--,--,--,--
Que/Qc,Montréal,Saint-Laurent,Saint-Laurent,"Apt &
Other /
App. &
autres",727,"5,194","8,165","1,783","15,869"
Que/Qc,Montréal,Saint-Laurent,Saint-Laurent,Total,727,"5,194","8,165","1,783","15,869"
Que/Qc,Montréal,Saint-Laurent,Total,"Row / En
bande",--,--,--,--,--
Que/Qc,Montréal,Saint-Laurent,Total,"Apt &
Other /
App. &
autres",727,"5,194","8,165","1,783","15,869"
Que/Qc,Montréal,Saint-Laurent,Total,Total,727,"5,194","8,165","1,783","15,869"
Que/Qc,Montréal,Dorval/Lachine/Saint-Pierre,Lachine,"Row / En
bande",0,1,2,0,3
Que/Qc,Montréal,Dorval/Lachine/Saint-Pierre,Lachine,"Apt &
Other /
App. &
autres",418,"2,094","4,959",955,"8,426"
Que/Qc,Montréal,Dorval/Lachine/Saint-Pierre,Lachine,Total,418,"2,095","4,961",955,"8,429"
Que/Qc,Montréal,Dorval/Lachine/Saint-Pierre,Dorval/Île-Dorval,"Row / En
bande",--,--,--,--,--
Que/Qc,Montréal,Dorval/Lachine/Saint-Pierre,Dorval/Île-Dorval,"Apt &
Other /
App. &
autres",329,"1,151","1,281",187,"2,948"
Que/Qc,Montréal,Dorval/Lachine/Saint-Pierre,Dorval/Île-Dorval,Total,329,"1,151","1,281",187,"2,948"
Que/Qc,Montréal,Dorval/Lachine/Saint-Pierre,Total,"Row / En
bande",0,1,2,0,3
Que/Qc,Montréal,Dorval/Lachine/Saint-Pierre,Total,"Apt &
Other /
App. &
autres",747,"3,245","6,240","1,142","11,374"
Que/Qc,Montréal,Dorval/Lachine/Saint-Pierre,Total,Total,747,"3,246","6,242","1,142","11,377"
Que/Qc,Montréal,Baie-d'Urfé/Beaconsfield etc.,Pointe-Claire,"Row / En
bande",0,20,108,267,395
Que/Qc,Montréal,Baie-d'Urfé/Beaconsfield etc.,Pointe-Claire,"Apt &
Other /
App. &
autres",132,818,970,287,"2,207"
Que/Qc,Montréal,Baie-d'Urfé/Beaconsfield etc.,Pointe-Claire,Total,132,838,"1,078",554,"2,602"
Que/Qc,Montréal,Baie-d'Urfé/Beaconsfield etc.,Beaconsfield-Kirkland,"Row / En
bande",--,--,--,--,--
Que/Qc,Montréal,Baie-d'Urfé/Beaconsfield etc.,Beaconsfield-Kirkland,"Apt &
Other /
App. &
autres",0,95,285,56,436
