Province,Centre,Zone,Neighbourhood,Dwelling Type ,Bachelor ,1 Bedroom,2 Bedroom,3 Bedroom +,Total ,Year
Ont.,Ottawa,Nepean,Barrhaven and Rural Nepean,Row,0.0,0.0,185.0,143.0,328.0,2022
Ont.,Ottawa,Nepean,Barrhaven and Rural Nepean,Apt & Other,2.0,10.0,543.0,2.0,557.0,2022
Ont.,Ottawa,Western Ottawa Surrounding Areas,Kanata/Stittsville,Row,0.0,0.0,48.0,246.0,294.0,2022
Ont.,Ottawa,Western Ottawa Surrounding Areas,Kanata/Stittsville,Apt & Other,127.0,836.0,1330.0,27.0,2320.0,2022
Ont.,Ottawa,Western Ottawa Surrounding Areas,Rural Western Ottawa,Row,0.0,0.0,8.0,0.0,8.0,2022
Ont.,Ottawa,Western Ottawa Surrounding Areas,Rural Western Ottawa,Apt & Other,0.0,23.0,59.0,2.0,84.0,2022
Ont.,Ottawa,North Grenville MU,North Grenville MU,Row,0.0,3.0,12.0,0.0,15.0,2022
Ont.,Ottawa,North Grenville MU,North Grenville MU,Apt & Other,1.0,4.0,81.0,3.0,89.0,2022
Ont.,Peterborough,Downtown,Downtown Core,Row,1.0,18.0,34.0,62.0,115.0,2022
Ont.,Peterborough,Downtown,Downtown Core,Apt & Other,78.0,760.0,637.0,66.0,1541.0,2022
Ont.,Peterborough,Downtown,Peterborough(Central Excl Downtown Core),Row,0.0,12.0,22.0,46.0,80.0,2022
Ont.,Peterborough,Downtown,Peterborough(Central Excl Downtown Core),Apt & Other,54.0,572.0,807.0,39.0,1472.0,2022
Ont.,Peterborough,Remainder of CMA,City Westside,Row,0.0,2.0,4.0,134.0,140.0,2022
Ont.,Peterborough,Remainder of CMA,City Westside,Apt & Other,31.0,675.0,1462.0,268.0,2436.0,2022
Ont.,Peterborough,Remainder of CMA,City East,Row,0.0,0.0,18.0,25.0,43.0,2022
Ont.,Peterborough,Remainder of CMA,City East,Apt & Other,1.0,48.0,256.0,11.0,316.0,2022
Ont.,Peterborough,Remainder of CMA,City North,Row,0.0,26.0,14.0,47.0,87.0,2022
Ont.,Peterborough,Remainder of CMA,City North,Apt & Other,3.0,141.0,255.0,34.0,433.0,2022
Ont.,Peterborough,Remainder of CMA,West of Otonabee River,Row,,,,,,2022
Ont.,Peterborough,Remainder of CMA,West of Otonabee River,Apt & Other,0.0,5.0,35.0,1.0,41.0,2022
Ont.,Peterborough,Remainder of CMA,East of Otonabee River,Row,,,,,,2022
Ont.,Peterborough,Remainder of CMA,East of Otonabee River,Apt & Other,2.0,9.0,0.0,0.0,11.0,2022
Ont.,Greater Sudbury / Grand Sudbur,Lockerby,Lockerby,Row,0.0,0.0,86.0,137.0,223.0,2022
Ont.,Greater Sudbury / Grand Sudbur,Lockerby,Lockerby,Apt & Other,100.0,936.0,1615.0,181.0,2832.0,2022
Ont.,Greater Sudbury / Grand Sudbur,New Sudbury,Minnow Lake,Row,0.0,2.0,15.0,7.0,24.0,2022
Ont.,Greater Sudbury / Grand Sudbur,New Sudbury,Minnow Lake,Apt & Other,129.0,179.0,423.0,59.0,790.0,2022
Ont.,Greater Sudbury / Grand Sudbur,New Sudbury,New Sudbury,Row,0.0,1.0,321.0,110.0,432.0,2022
Ont.,Greater Sudbury / Grand Sudbur,New Sudbury,New Sudbury,Apt & Other,35.0,595.0,1132.0,81.0,1843.0,2022
Ont.,Greater Sudbury / Grand Sudbur,Old Sudbury,Kingsmount/Downtown/Bell Park,Row,0.0,6.0,11.0,1.0,18.0,2022
Ont.,Greater Sudbury / Grand Sudbur,Old Sudbury,Kingsmount/Downtown/Bell Park,Apt & Other,149.0,445.0,470.0,25.0,1089.0,2022
Ont.,Greater Sudbury / Grand Sudbur,Old Sudbury,Westend/Copper Cliff,Row,0.0,0.0,51.0,166.0,217.0,2022
Ont.,Greater Sudbury / Grand Sudbur,Old Sudbury,Westend/Copper Cliff,Apt & Other,92.0,463.0,574.0,46.0,1175.0,2022
Ont.,Greater Sudbury / Grand Sudbur,Old Sudbury,Donovan/Flour Mill,Row,0.0,0.0,7.0,56.0,63.0,2022
Ont.,Greater Sudbury / Grand Sudbur,Old Sudbury,Donovan/Flour Mill,Apt & Other,195.0,967.0,1085.0,128.0,2375.0,2022
Ont.,Greater Sudbury / Grand Sudbur,Remainder of CMA,Nickel Centre/Garson/Coniston,Row,0.0,0.0,51.0,96.0,147.0,2022
Ont.,Greater Sudbury / Grand Sudbur,Remainder of CMA,Nickel Centre/Garson/Coniston,Apt & Other,3.0,36.0,165.0,51.0,255.0,2022
Ont.,Greater Sudbury / Grand Sudbur,Remainder of CMA,Valley East/Capreol,Row,0.0,0.0,45.0,19.0,64.0,2022
Ont.,Greater Sudbury / Grand Sudbur,Remainder of CMA,Valley East/Capreol,Apt & Other,2.0,56.0,252.0,25.0,335.0,2022
Ont.,Greater Sudbury / Grand Sudbur,Remainder of CMA,Rayside-Balfour,Row,0.0,2.0,100.0,43.0,145.0,2022
Ont.,Greater Sudbury / Grand Sudbur,Remainder of CMA,Rayside-Balfour,Apt & Other,40.0,127.0,512.0,36.0,715.0,2022
Ont.,Greater Sudbury / Grand Sudbur,Remainder of CMA,Onaping Falls/Walden,Row,0.0,4.0,11.0,0.0,15.0,2022
Ont.,Greater Sudbury / Grand Sudbur,Remainder of CMA,Onaping Falls/Walden,Apt & Other,3.0,114.0,211.0,9.0,337.0,2022
Ont.,Thunder Bay,North Ward,Lakehead University,Row,0.0,0.0,9.0,56.0,65.0,2022
Ont.,Thunder Bay,North Ward,Lakehead University,Apt & Other,1.0,293.0,465.0,13.0,772.0,2022
Ont.,Thunder Bay,North Ward,Downtown/West End,Row,0.0,0.0,4.0,0.0,4.0,2022
