Province,Centre,Zone,Neighbourhood,Dwelling Type ,Bachelor ,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total ,
Que,Québec,Basse-Ville,Total,Total,0.90%,d,**,',**,',0.00%,b,0.70%,b
Que,Québec,Sainte-Foy-Sillery,Sillery,Row,--,,--,,--,,--,,--,
Que,Québec,Sainte-Foy-Sillery,Sillery,"Apt &
Other",0.00%,d,3.00%,d,0.20%,b,**,',1.60%,c
Que,Québec,Sainte-Foy-Sillery,Sillery,Total,0.00%,d,3.00%,d,0.20%,b,**,',1.60%,c
Que,Québec,Sainte-Foy-Sillery,Haut de Sainte-Foy,Row,--,',--,',**,',**,',**,'
Que,Québec,Sainte-Foy-Sillery,Haut de Sainte-Foy,"Apt &
Other",1.40%,a,2.80%,c,3.90%,d,**,',2.90%,c
Que,Québec,Sainte-Foy-Sillery,Haut de Sainte-Foy,Total,1.40%,a,2.80%,c,3.90%,d,**,',2.90%,c
Que,Québec,Sainte-Foy-Sillery,Pointe-de-Sainte-Foy,Row,--,',--,',--,',**,',**,'
Que,Québec,Sainte-Foy-Sillery,Pointe-de-Sainte-Foy,"Apt &
Other",2.20%,c,2.00%,b,1.50%,c,**,',1.80%,c
Que,Québec,Sainte-Foy-Sillery,Pointe-de-Sainte-Foy,Total,2.20%,c,2.00%,b,1.50%,c,**,',1.80%,c
Que,Québec,Sainte-Foy-Sillery,Total,Row,--,',--,',**,',**,',**,'
Que,Québec,Sainte-Foy-Sillery,Total,"Apt &
Other",1.40%,a,2.60%,b,3.10%,d,2.70%,c,2.60%,c
Que,Québec,Sainte-Foy-Sillery,Total,Total,1.40%,a,2.60%,b,3.10%,d,2.70%,c,2.60%,c
Que,Québec,Les Rivières,Vanier,Row,--,,--,,--,,--,,--,
Que,Québec,Les Rivières,Vanier,"Apt &
Other",**,',**,',**,',**,',3.50%,d
Que,Québec,Les Rivières,Vanier,Total,**,',**,',**,',**,',3.50%,d
Que,Québec,Les Rivières,Duberger,Row,--,,--,,--,,--,,--,
Que,Québec,Les Rivières,Duberger,"Apt &
Other",**,',**,',**,',**,',0.10%,b
Que,Québec,Les Rivières,Duberger,Total,**,',**,',**,',**,',0.10%,b
Que,Québec,Les Rivières,Les Saules,Row,--,,--,,--,,--,,--,
Que,Québec,Les Rivières,Les Saules,"Apt &
Other",0.00%,d,0.80%,d,0.50%,b,**,',0.70%,b
Que,Québec,Les Rivières,Les Saules,Total,0.00%,d,0.80%,d,0.50%,b,**,',0.70%,b
Que,Québec,Les Rivières,Lebourgneuf,Row,--,,--,,--,,--,,--,
Que,Québec,Les Rivières,Lebourgneuf,"Apt &
Other",**,',2.80%,c,1.70%,c,3.40%,d,2.20%,c
Que,Québec,Les Rivières,Lebourgneuf,Total,**,',2.80%,c,1.70%,c,3.40%,d,2.20%,c
Que,Québec,Les Rivières,Total,Row,--,,--,,--,,--,,--,
Que,Québec,Les Rivières,Total,"Apt &
Other",1.00%,d,2.70%,c,1.70%,c,2.30%,c,2.10%,b
Que,Québec,Les Rivières,Total,Total,1.00%,d,2.70%,c,1.70%,c,2.30%,c,2.10%,b
Que,Québec,Beauport,Beauport (Giffard),Row,--,,--,,--,,--,,--,
Que,Québec,Beauport,Beauport (Giffard),"Apt &
Other",**,',0.40%,b,0.20%,b,**,',0.60%,b
Que,Québec,Beauport,Beauport (Giffard),Total,**,',0.40%,b,0.20%,b,**,',0.60%,b
Que,Québec,Beauport,Beauport (Centre) ~ Beauport (centre),Row,--,',--,',**,',0.00%,a,**,'
Que,Québec,Beauport,Beauport (Centre) ~ Beauport (centre),"Apt &
Other",**,',2.10%,c,**,',**,',2.10%,c
Que,Québec,Beauport,Beauport (Centre) ~ Beauport (centre),Total,**,',2.10%,c,**,',**,',2.00%,c
Que,Québec,Beauport,Beauport (Villeneuve),Row,--,,--,,--,,--,,--,
Que,Québec,Beauport,Beauport (Villeneuve),"Apt &
Other",**,',**,',0.50%,b,**,',0.40%,b
Que,Québec,Beauport,Beauport (Villeneuve),Total,**,',**,',0.50%,b,**,',0.40%,b
Que,Québec,Beauport,Beauport Ste-Thérèse/Boischâtel etc.,Row,--,',--,',**,',**,',**,'
Que,Québec,Beauport,Beauport Ste-Thérèse/Boischâtel etc.,"Apt &
Other",**,',0.00%,d,0.00%,d,**,',0.00%,d
Que,Québec,Beauport,Beauport Ste-Thérèse/Boischâtel etc.,Total,**,',0.00%,d,0.00%,d,**,',0.00%,d
Que,Québec,Beauport,Total,Row,--,',--,',**,',**,',**,'
Que,Québec,Beauport,Total,"Apt &
Other",**,',1.60%,c,1.10%,d,**,',1.50%,a
Que,Québec,Beauport,Total,Total,**,',1.60%,c,1.10%,d,**,',1.40%,a
Que,Québec,Charlesbourg,"Charlesbourg (Centre) ~ Charlesbourg
(centre)",Row,--,',--,',**,',**,',**,'
Que,Québec,Charlesbourg,"Charlesbourg (Centre) ~ Charlesbourg
(centre)","Apt &
Other",0.00%,c,0.50%,b,0.40%,a,1.40%,d,0.60%,a
Que,Québec,Charlesbourg,"Charlesbourg (Centre) ~ Charlesbourg
(centre)",Total,0.00%,c,0.50%,b,0.40%,a,1.30%,d,0.60%,a
Que,Québec,Charlesbourg,Charlesbourg (Orsainville),Row,--,,--,,--,,--,,--,
Que,Québec,Charlesbourg,Charlesbourg (Orsainville),"Apt &
Other",0.00%,d,**,',0.00%,c,0.50%,b,0.90%,d
Que,Québec,Charlesbourg,Charlesbourg (Orsainville),Total,0.00%,d,**,',0.00%,c,0.50%,b,0.90%,d
Que,Québec,Charlesbourg,Charlesbourg (North) ~ Charlesbourg (nord),Row,--,',**,',**,',--,',**,'
Que,Québec,Charlesbourg,Charlesbourg (North) ~ Charlesbourg (nord),"Apt &
Other",**,',**,',**,',**,',**,'
Que,Québec,Charlesbourg,Charlesbourg (North) ~ Charlesbourg (nord),Total,**,',**,',**,',**,',**,'
Que,Québec,Charlesbourg,Total,Row,--,',**,',**,',**,',**,'
Que,Québec,Charlesbourg,Total,"Apt &
Other",0.00%,c,0.90%,a,0.40%,a,1.20%,a,0.60%,a
Que,Québec,Charlesbourg,Total,Total,0.00%,c,0.90%,a,0.40%,a,1.10%,a,0.60%,a
Que,Québec,Haute-Saint-Charles,Neufchâtel,Row,--,,--,,--,,--,,--,
Que,Québec,Haute-Saint-Charles,Neufchâtel,"Apt &
Other",0.00%,d,**,',0.20%,b,0.00%,d,0.30%,b
Que,Québec,Haute-Saint-Charles,Neufchâtel,Total,0.00%,d,**,',0.20%,b,0.00%,d,0.30%,b
Que,Québec,Haute-Saint-Charles,Loretteville,Row,--,,--,,--,,--,,--,
Que,Québec,Haute-Saint-Charles,Loretteville,"Apt &
Other",0.00%,d,0.30%,b,0.40%,b,**,',0.50%,a
Que,Québec,Haute-Saint-Charles,Loretteville,Total,0.00%,d,0.30%,b,0.40%,b,**,',0.50%,a
Que,Québec,Haute-Saint-Charles,St-Émile/Lac-St-Charles,Row,--,',--,',**,',--,',**,'
Que,Québec,Haute-Saint-Charles,St-Émile/Lac-St-Charles,"Apt &
Other",**,',**,',**,',0.00%,d,0.20%,b
Que,Québec,Haute-Saint-Charles,St-Émile/Lac-St-Charles,Total,**,',**,',0.00%,c,0.00%,d,0.20%,b
Que,Québec,Haute-Saint-Charles,Total,Row,--,',--,',**,',--,',**,'
Que,Québec,Haute-Saint-Charles,Total,"Apt &
Other",0.00%,d,0.60%,a,0.20%,b,0.60%,b,0.40%,a
Que,Québec,Haute-Saint-Charles,Total,Total,0.00%,d,0.60%,a,0.20%,b,0.60%,b,0.40%,a
Que,Québec,Val-Bélair-L'Ancienne-Lorette,L'Ancienne-Lorette,Row,--,,--,,--,,--,,--,
Que,Québec,Val-Bélair-L'Ancienne-Lorette,L'Ancienne-Lorette,"Apt &
Other",**,',**,',0.00%,c,0.00%,d,**,'
Que,Québec,Val-Bélair-L'Ancienne-Lorette,L'Ancienne-Lorette,Total,**,',**,',0.00%,c,0.00%,d,**,'
Que,Québec,Val-Bélair-L'Ancienne-Lorette,Quartier Laurentien,Row,--,,--,,--,,--,,--,
Que,Québec,Val-Bélair-L'Ancienne-Lorette,Quartier Laurentien,"Apt &
Other",--,',0.00%,d,0.00%,d,**,',0.00%,d
Que,Québec,Val-Bélair-L'Ancienne-Lorette,Quartier Laurentien,Total,--,',0.00%,d,0.00%,d,**,',0.00%,d
Que,Québec,Val-Bélair-L'Ancienne-Lorette,Val-Bélair,Row,--,,--,,--,,--,,--,
Que,Québec,Val-Bélair-L'Ancienne-Lorette,Val-Bélair,"Apt &
Other",**,',**,',0.20%,b,0.00%,c,0.30%,b
Que,Québec,Val-Bélair-L'Ancienne-Lorette,Val-Bélair,Total,**,',**,',0.20%,b,0.00%,c,0.30%,b
Que,Québec,Val-Bélair-L'Ancienne-Lorette,Total,Row,--,,--,,--,,--,,--,
Que,Québec,Val-Bélair-L'Ancienne-Lorette,Total,"Apt &
Other",0.00%,d,**,',0.10%,b,0.00%,c,0.60%,b
Que,Québec,Val-Bélair-L'Ancienne-Lorette,Total,Total,0.00%,d,**,',0.10%,b,0.00%,c,0.60%,b
Que,Québec,Saint-Augustin-Cap-Rouge,Cap-Rouge,Row,--,,--,,--,,--,,--,
Que,Québec,Saint-Augustin-Cap-Rouge,Cap-Rouge,"Apt &
Other",**,',**,',**,',0.00%,d,0.70%,b
Que,Québec,Saint-Augustin-Cap-Rouge,Cap-Rouge,Total,**,',**,',**,',0.00%,d,0.70%,b
Que,Québec,Saint-Augustin-Cap-Rouge,Saint-Augustin-de-Desmaures,Row,--,',--,',**,',--,',**,'
Que,Québec,Saint-Augustin-Cap-Rouge,Saint-Augustin-de-Desmaures,"Apt &
Other",**,',0.00%,d,0.40%,b,0.00%,c,0.20%,b
Que,Québec,Saint-Augustin-Cap-Rouge,Saint-Augustin-de-Desmaures,Total,**,',0.00%,d,0.40%,b,0.00%,c,0.20%,b
Que,Québec,Saint-Augustin-Cap-Rouge,Total,Row,--,',--,',**,',--,',**,'
Que,Québec,Saint-Augustin-Cap-Rouge,Total,"Apt &
Other",**,',0.00%,c,0.60%,b,0.00%,c,0.30%,b
Que,Québec,Saint-Augustin-Cap-Rouge,Total,Total,**,',0.00%,c,0.60%,b,0.00%,c,0.30%,b
Que,Québec,Northern Surrounding Area ~ Périphérie-Nord,"North-West Québec CMA ~ Québec RMR
(Nord-Ouest)",Row,--,,--,,--,,--,,--,
Que,Québec,Northern Surrounding Area ~ Périphérie-Nord,"North-West Québec CMA ~ Québec RMR
(Nord-Ouest)","Apt &
Other",--,',**,',0.00%,d,**,',0.00%,d
Que,Québec,Northern Surrounding Area ~ Périphérie-Nord,"North-West Québec CMA ~ Québec RMR
(Nord-Ouest)",Total,--,',**,',0.00%,d,**,',0.00%,d
Que,Québec,Northern Surrounding Area ~ Périphérie-Nord,"North-East Québec CMA ~ Québec RMR
(Nord-Est)",Row,--,',--,',**,',--,',**,'
Que,Québec,Northern Surrounding Area ~ Périphérie-Nord,"North-East Québec CMA ~ Québec RMR
(Nord-Est)","Apt &
Other",--,',0.00%,a,**,',**,',0.00%,d
Que,Québec,Northern Surrounding Area ~ Périphérie-Nord,"North-East Québec CMA ~ Québec RMR
(Nord-Est)",Total,--,',0.00%,a,0.00%,d,**,',0.00%,d
Que,Québec,Northern Surrounding Area ~ Périphérie-Nord,Québec City East CMA ~ Québec-Est (RMR),Row,--,,--,,--,,--,,--,
Que,Québec,Northern Surrounding Area ~ Périphérie-Nord,Québec City East CMA ~ Québec-Est (RMR),"Apt &
Other",**,',**,',0.00%,d,**,',**,'
Que,Québec,Northern Surrounding Area ~ Périphérie-Nord,Québec City East CMA ~ Québec-Est (RMR),Total,**,',**,',0.00%,d,**,',**,'
Que,Québec,"Northern Surrounding Area ~
Périphérie-Nord",Total,Row,--,',--,',**,',--,',**,'
Que,Québec,"Northern Surrounding Area ~
Périphérie-Nord",Total,"Apt &
Other",**,',**,',0.00%,c,**,',**,'
Que,Québec,"Northern Surrounding Area ~
Périphérie-Nord",Total,Total,**,',**,',0.00%,c,**,',**,'
Que,Québec,South Shore West ~ Rive-Sud Ouest,Saint-Nicolas/Bernières,Row,--,',--,',**,',**,',**,'
Que,Québec,South Shore West ~ Rive-Sud Ouest,Saint-Nicolas/Bernières,"Apt &
Other",**,',**,',3.00%,d,0.90%,d,4.30%,d
Que,Québec,South Shore West ~ Rive-Sud Ouest,Saint-Nicolas/Bernières,Total,**,',**,',3.00%,d,0.90%,d,4.30%,d
Que,Québec,South Shore West ~ Rive-Sud Ouest,Saint-Rédempteur,Row,--,,--,,--,,--,,--,
Que,Québec,South Shore West ~ Rive-Sud Ouest,Saint-Rédempteur,"Apt &
Other",**,',**,',0.00%,d,**,',0.50%,b
Que,Québec,South Shore West ~ Rive-Sud Ouest,Saint-Rédempteur,Total,**,',**,',0.00%,d,**,',0.50%,b
Que,Québec,South Shore West ~ Rive-Sud Ouest,Saint-Étienne,Row,--,,--,,--,,--,,--,
Que,Québec,South Shore West ~ Rive-Sud Ouest,Saint-Étienne,"Apt &
Other",**,',**,',0.00%,d,**,',**,'
Que,Québec,South Shore West ~ Rive-Sud Ouest,Saint-Étienne,Total,**,',**,',0.00%,d,**,',**,'
Que,Québec,South Shore West ~ Rive-Sud Ouest,Total,Row,--,',--,',**,',**,',**,'
Que,Québec,South Shore West ~ Rive-Sud Ouest,Total,"Apt &
Other",**,',**,',1.70%,c,1.20%,d,3.10%,d
Que,Québec,South Shore West ~ Rive-Sud Ouest,Total,Total,**,',**,',1.70%,c,1.20%,d,3.10%,d
Que,Québec,South Shore Centre ~ Rive-Sud Centre,Saint-Romuald,Row,--,,--,,--,,--,,--,
Que,Québec,South Shore Centre ~ Rive-Sud Centre,Saint-Romuald,"Apt &
Other",0.00%,d,0.80%,a,0.70%,b,0.00%,d,0.60%,b
Que,Québec,South Shore Centre ~ Rive-Sud Centre,Saint-Romuald,Total,0.00%,d,0.80%,a,0.70%,b,0.00%,d,0.60%,b
Que,Québec,South Shore Centre ~ Rive-Sud Centre,Charny,Row,--,,--,,--,,--,,--,
Que,Québec,South Shore Centre ~ Rive-Sud Centre,Charny,"Apt &
Other",0.00%,d,**,',0.30%,b,0.00%,d,0.50%,b
Que,Québec,South Shore Centre ~ Rive-Sud Centre,Charny,Total,0.00%,d,**,',0.30%,b,0.00%,d,0.50%,b
Que,Québec,South Shore Centre ~ Rive-Sud Centre,Saint-Jean-Chrysostome,Row,--,',--,',**,',**,',**,'
Que,Québec,South Shore Centre ~ Rive-Sud Centre,Saint-Jean-Chrysostome,"Apt &
Other",**,',0.00%,d,0.00%,c,0.00%,d,0.00%,c
Que,Québec,South Shore Centre ~ Rive-Sud Centre,Saint-Jean-Chrysostome,Total,**,',0.00%,d,0.20%,b,0.00%,d,0.20%,b
Que,Québec,South Shore Centre ~ Rive-Sud Centre,St-Lambert-de-Lauzon etc.,Row,--,,--,,--,,--,,--,
Que,Québec,South Shore Centre ~ Rive-Sud Centre,St-Lambert-de-Lauzon etc.,"Apt &
Other",**,',**,',0.00%,d,**,',**,'
Que,Québec,South Shore Centre ~ Rive-Sud Centre,St-Lambert-de-Lauzon etc.,Total,**,',**,',0.00%,d,**,',**,'
Que,Québec,South Shore Centre ~ Rive-Sud Centre,Total,Row,--,',--,',**,',**,',**,'
Que,Québec,South Shore Centre ~ Rive-Sud Centre,Total,"Apt &
Other",**,',1.00%,a,0.40%,b,0.00%,c,0.50%,a
Que,Québec,South Shore Centre ~ Rive-Sud Centre,Total,Total,**,',1.00%,a,0.40%,a,0.00%,c,0.50%,a
Que,Québec,South Shore East ~ Rive-Sud Est,Lévis (Saint-David),Row,--,,--,,--,,--,,--,
Que,Québec,South Shore East ~ Rive-Sud Est,Lévis (Saint-David),"Apt &
Other",**,',0.00%,d,0.10%,b,**,',0.30%,b
Que,Québec,South Shore East ~ Rive-Sud Est,Lévis (Saint-David),Total,**,',0.00%,d,0.10%,b,**,',0.30%,b
Que,Québec,South Shore East ~ Rive-Sud Est,Lévis (Centre) ~ Lévis (centre),Row,--,',**,',**,',**,',**,'
Que,Québec,South Shore East ~ Rive-Sud Est,Lévis (Centre) ~ Lévis (centre),"Apt &
Other",0.00%,d,**,',1.40%,a,0.40%,b,1.30%,a
Que,Québec,South Shore East ~ Rive-Sud Est,Lévis (Centre) ~ Lévis (centre),Total,0.00%,d,**,',1.40%,a,**,',1.30%,a
Que,Québec,South Shore East ~ Rive-Sud Est,Lévis (Lauzon),Row,--,',--,',**,',--,',**,'
Que,Québec,South Shore East ~ Rive-Sud Est,Lévis (Lauzon),"Apt &
Other",0.00%,d,**,',0.00%,c,0.00%,d,0.20%,b
Que,Québec,South Shore East ~ Rive-Sud Est,Lévis (Lauzon),Total,0.00%,d,**,',0.00%,c,0.00%,d,0.20%,b
Que,Québec,South Shore East ~ Rive-Sud Est,Beaumont/St-Joseph-Pte-de-Lévy/Pintendre,Row,--,,--,,--,,--,,--,
Que,Québec,South Shore East ~ Rive-Sud Est,Beaumont/St-Joseph-Pte-de-Lévy/Pintendre,"Apt &
Other",--,',0.00%,d,0.00%,c,0.00%,d,0.00%,c
Que,Québec,South Shore East ~ Rive-Sud Est,Beaumont/St-Joseph-Pte-de-Lévy/Pintendre,Total,--,',0.00%,d,0.00%,c,0.00%,d,0.00%,c
Que,Québec,South Shore East ~ Rive-Sud Est,Saint-Henri,Row,--,',--,',**,',--,',**,'
Que,Québec,South Shore East ~ Rive-Sud Est,Saint-Henri,"Apt &
Other",**,',0.00%,d,0.00%,d,0.00%,d,0.00%,d
Que,Québec,South Shore East ~ Rive-Sud Est,Saint-Henri,Total,**,',0.00%,d,0.00%,d,0.00%,d,0.00%,d
Que,Québec,South Shore East ~ Rive-Sud Est,Total,Row,--,',**,',**,',**,',**,'
Que,Québec,South Shore East ~ Rive-Sud Est,Total,"Apt &
Other",0.00%,c,1.10%,d,0.50%,a,0.40%,b,0.60%,a
Que,Québec,South Shore East ~ Rive-Sud Est,Total,Total,0.00%,c,1.10%,d,0.50%,a,0.60%,b,0.60%,a
Que,Québec,Total,Total,Row,--,',**,',0.70%,a,0.70%,b,0.70%,b
Que,Québec,Total,Total,"Apt &
Other",1.50%,b,2.00%,a,1.30%,a,1.60%,b,1.50%,a
Que,Québec,Total,Total,Total,1.50%,b,2.00%,a,1.20%,a,1.60%,b,1.50%,a
Que,Sherbrooke,East District ~ District Est,East District ~ District Est,Row,--,,--,,--,,--,,--,
Que,Sherbrooke,East District ~ District Est,East District ~ District Est,"Apt &
Other",**,',0.50%,b,1.00%,d,**,',1.50%,a
Que,Sherbrooke,East District ~ District Est,East District ~ District Est,Total,**,',0.50%,b,1.00%,d,**,',1.50%,a
Que,Sherbrooke,East District ~ District Est,Total,Row,--,,--,,--,,--,,--,
Que,Sherbrooke,East District ~ District Est,Total,"Apt &
Other",**,',0.50%,b,1.00%,d,**,',1.50%,a
Que,Sherbrooke,East District ~ District Est,Total,Total,**,',0.50%,b,1.00%,d,**,',1.50%,a
Que,Sherbrooke,Central District ~ District Centre,Central District ~ District Centre,Row,--,,--,,--,,--,,--,
Que,Sherbrooke,Central District ~ District Centre,Central District ~ District Centre,"Apt &
Other",**,',0.90%,d,**,',0.60%,b,1.00%,a
Que,Sherbrooke,Central District ~ District Centre,Central District ~ District Centre,Total,**,',0.90%,d,**,',0.60%,b,1.00%,a
Que,Sherbrooke,Central District ~ District Centre,Total,Row,--,,--,,--,,--,,--,
Que,Sherbrooke,Central District ~ District Centre,Total,"Apt &
Other",**,',0.90%,d,**,',0.60%,b,1.00%,a
Que,Sherbrooke,Central District ~ District Centre,Total,Total,**,',0.90%,d,**,',0.60%,b,1.00%,a
Que,Sherbrooke,Mont-Bellevue,Mont-Bellevue,Row,--,',**,',**,',**,',**,'
Que,Sherbrooke,Mont-Bellevue,Mont-Bellevue,"Apt &
Other",0.30%,b,0.50%,b,0.90%,d,**,',0.70%,a
Que,Sherbrooke,Mont-Bellevue,Mont-Bellevue,Total,0.30%,b,0.50%,b,0.90%,d,**,',0.70%,a
Que,Sherbrooke,Mont-Bellevue,Total,Row,--,',**,',**,',**,',**,'
Que,Sherbrooke,Mont-Bellevue,Total,"Apt &
Other",0.30%,b,0.50%,b,0.90%,d,**,',0.70%,a
Que,Sherbrooke,Mont-Bellevue,Total,Total,0.30%,b,0.50%,b,0.90%,d,**,',0.70%,a
Que,Sherbrooke,North District ~ District Nord,North District ~ District Nord,Row,--,',--,',**,',**,',**,'
Que,Sherbrooke,North District ~ District Nord,North District ~ District Nord,"Apt &
Other",0.80%,a,0.90%,a,0.40%,b,0.60%,b,0.50%,a
Que,Sherbrooke,North District ~ District Nord,North District ~ District Nord,Total,0.80%,a,0.90%,a,0.40%,b,0.60%,b,0.50%,a
Que,Sherbrooke,North District ~ District Nord,Total,Row,--,',--,',**,',**,',**,'
Que,Sherbrooke,North District ~ District Nord,Total,"Apt &
Other",0.80%,a,0.90%,a,0.40%,b,0.60%,b,0.50%,a
Que,Sherbrooke,North District ~ District Nord,Total,Total,0.80%,a,0.90%,a,0.40%,b,0.60%,b,0.50%,a
Que,Sherbrooke,Brompton,Brompton,Row,--,,--,,--,,--,,--,
Que,Sherbrooke,Brompton,Brompton,"Apt &
Other",**,',0.00%,d,0.00%,c,0.00%,c,0.00%,c
Que,Sherbrooke,Brompton,Brompton,Total,**,',0.00%,d,0.00%,c,0.00%,c,0.00%,c
Que,Sherbrooke,Brompton,Total,Row,--,,--,,--,,--,,--,
Que,Sherbrooke,Brompton,Total,"Apt &
Other",**,',0.00%,d,0.00%,c,0.00%,c,0.00%,c
Que,Sherbrooke,Brompton,Total,Total,**,',0.00%,d,0.00%,c,0.00%,c,0.00%,c
Que,Sherbrooke,Rock-Forest–St-Elie–Deauville,Rock-Forest–St-Elie–Deauville,Row,--,',**,',**,',**,',**,'
Que,Sherbrooke,Rock-Forest–St-Elie–Deauville,Rock-Forest–St-Elie–Deauville,"Apt &
Other",**,',**,',0.50%,b,**,',0.90%,d
Que,Sherbrooke,Rock-Forest–St-Elie–Deauville,Rock-Forest–St-Elie–Deauville,Total,**,',**,',0.50%,b,**,',0.90%,d
Que,Sherbrooke,Rock-Forest–St-Elie–Deauville,Total,Row,--,',**,',**,',**,',**,'
Que,Sherbrooke,Rock-Forest–St-Elie–Deauville,Total,"Apt &
Other",**,',**,',0.50%,b,**,',0.90%,d
Que,Sherbrooke,Rock-Forest–St-Elie–Deauville,Total,Total,**,',**,',0.50%,b,**,',0.90%,d
Que,Sherbrooke,Magog,Magog,Row,--,',**,',**,',--,',**,'
Que,Sherbrooke,Magog,Magog,"Apt &
Other",4.70%,d,3.60%,d,1.20%,a,0.80%,a,1.60%,a
Que,Sherbrooke,Magog,Magog,Total,4.70%,d,3.60%,d,1.20%,a,0.80%,a,1.60%,a
Que,Sherbrooke,Magog,Total,Row,--,',**,',**,',--,',**,'
Que,Sherbrooke,Magog,Total,"Apt &
Other",4.70%,d,3.60%,d,1.20%,a,0.80%,a,1.60%,a
Que,Sherbrooke,Magog,Total,Total,4.70%,d,3.60%,d,1.20%,a,0.80%,a,1.60%,a
Que,Sherbrooke,Fleurimont,Fleurimont,Row,--,',--,',--,',**,',**,'
Que,Sherbrooke,Fleurimont,Fleurimont,"Apt &
Other",0.00%,d,3.70%,d,0.60%,a,**,',1.30%,a
Que,Sherbrooke,Fleurimont,Fleurimont,Total,0.00%,d,3.70%,d,0.60%,a,**,',1.30%,a
Que,Sherbrooke,Fleurimont,Total,Row,--,',--,',--,',**,',**,'
Que,Sherbrooke,Fleurimont,Total,"Apt &
Other",0.00%,d,3.70%,d,0.60%,a,**,',1.30%,a
Que,Sherbrooke,Fleurimont,Total,Total,0.00%,d,3.70%,d,0.60%,a,**,',1.30%,a
Que,Sherbrooke,Lennoxville,Lennoxville,Row,--,',--,',**,',--,',**,'
Que,Sherbrooke,Lennoxville,Lennoxville,"Apt &
Other",0.00%,c,0.50%,a,0.60%,a,0.50%,b,0.50%,a
Que,Sherbrooke,Lennoxville,Lennoxville,Total,0.00%,c,0.50%,a,0.60%,a,0.50%,b,0.50%,a
Que,Sherbrooke,Lennoxville,Total,Row,--,',--,',**,',--,',**,'
Que,Sherbrooke,Lennoxville,Total,"Apt &
Other",0.00%,c,0.50%,a,0.60%,a,0.50%,b,0.50%,a
Que,Sherbrooke,Lennoxville,Total,Total,0.00%,c,0.50%,a,0.60%,a,0.50%,b,0.50%,a
Que,Sherbrooke,Remainder of CMA ~ Reste de la RMR,Remainder of CMA ~ Reste de la RMR,Row,--,',--,',**,',--,',**,'
Que,Sherbrooke,Remainder of CMA ~ Reste de la RMR,Remainder of CMA ~ Reste de la RMR,"Apt &
Other",**,',**,',0.00%,d,0.00%,d,0.00%,d
Que,Sherbrooke,Remainder of CMA ~ Reste de la RMR,Remainder of CMA ~ Reste de la RMR,Total,**,',**,',0.00%,d,0.00%,d,0.00%,d
Que,Sherbrooke,Remainder of CMA ~ Reste de la RMR,Total,Row,--,',--,',**,',--,',**,'
Que,Sherbrooke,Remainder of CMA ~ Reste de la RMR,Total,"Apt &
Other",**,',**,',0.00%,d,0.00%,d,0.00%,d
Que,Sherbrooke,Remainder of CMA ~ Reste de la RMR,Total,Total,**,',**,',0.00%,d,0.00%,d,0.00%,d
Que,Sherbrooke,Total,Total,Row,--,',**,',0.00%,d,**,',0.00%,d
Que,Sherbrooke,Total,Total,"Apt &
Other",2.30%,c,0.90%,a,0.70%,a,1.00%,a,0.90%,a
Que,Sherbrooke,Total,Total,Total,2.30%,c,0.90%,a,0.70%,a,1.00%,a,0.90%,a
Que,Trois-Rivières,Downtown ~ Centre-ville,Downtown (Central) ~ Centre-ville (Centre),Row,--,,--,,--,,--,,--,
Que,Trois-Rivières,Downtown ~ Centre-ville,Downtown (Central) ~ Centre-ville (Centre),"Apt &
Other",**,',**,',**,',**,',**,'
Que,Trois-Rivières,Downtown ~ Centre-ville,Downtown (Central) ~ Centre-ville (Centre),Total,**,',**,',**,',**,',**,'
Que,Trois-Rivières,Downtown ~ Centre-ville,Downtown (North) ~ Centre-ville (Nord),Row,--,,--,,--,,--,,--,
Que,Trois-Rivières,Downtown ~ Centre-ville,Downtown (North) ~ Centre-ville (Nord),"Apt &
Other",**,',**,',**,',**,',**,'
Que,Trois-Rivières,Downtown ~ Centre-ville,Downtown (North) ~ Centre-ville (Nord),Total,**,',**,',**,',**,',**,'
Que,Trois-Rivières,Downtown ~ Centre-ville,Downtown (East) ~ Centre-ville (Est),Row,--,,--,,--,,--,,--,
Que,Trois-Rivières,Downtown ~ Centre-ville,Downtown (East) ~ Centre-ville (Est),"Apt &
Other",**,',**,',**,',**,',4.30%,d
Que,Trois-Rivières,Downtown ~ Centre-ville,Downtown (East) ~ Centre-ville (Est),Total,**,',**,',**,',**,',4.30%,d
Que,Trois-Rivières,Downtown ~ Centre-ville,Total,Row,--,,--,,--,,--,,--,
Que,Trois-Rivières,Downtown ~ Centre-ville,Total,"Apt &
Other",**,',4.20%,d,0.60%,b,**,',2.70%,c
Que,Trois-Rivières,Downtown ~ Centre-ville,Total,Total,**,',4.20%,d,0.60%,b,**,',2.70%,c
Que,Trois-Rivières,UQTR Sector ~ Secteur UQTR,UQTR Sector ~ Secteur UQTR,Row,--,,--,,--,,--,,--,
Que,Trois-Rivières,UQTR Sector ~ Secteur UQTR,UQTR Sector ~ Secteur UQTR,"Apt &
Other",0.00%,d,1.40%,d,0.40%,b,**,',1.30%,d
Que,Trois-Rivières,UQTR Sector ~ Secteur UQTR,UQTR Sector ~ Secteur UQTR,Total,0.00%,d,1.40%,d,0.40%,b,**,',1.30%,d
Que,Trois-Rivières,UQTR Sector ~ Secteur UQTR,Total,Row,--,,--,,--,,--,,--,
