Province,Centre,Zone,Neighbourhood,Dwelling Type ,Bachelor ,,1 Bedroom,,2 Bedroom,,3 Bedroom +,,Total ,
Que/Qc,Montréal,Beloeil/McMasterville etc.,McMasterville,"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Montréal,Beloeil/McMasterville etc.,McMasterville,"Apt &
Other /
App. &
autres",**,,**,,**,,**,,**,
Que/Qc,Montréal,Beloeil/McMasterville etc.,McMasterville,Total,**,,**,,**,,**,,**,
Que/Qc,Montréal,Beloeil/McMasterville etc.,Beloeil,"Row / En
bande",--,,--,,**,,**,,**,
Que/Qc,Montréal,Beloeil/McMasterville etc.,Beloeil,"Apt &
Other /
App. &
autres",**,,**,,**,,**,,**,
Que/Qc,Montréal,Beloeil/McMasterville etc.,Beloeil,Total,**,,**,,**,,**,,**,
Que/Qc,Montréal,Beloeil/McMasterville etc.,Ste-Julie/St-Mathieu-de-Beloeil,"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Montréal,Beloeil/McMasterville etc.,Ste-Julie/St-Mathieu-de-Beloeil,"Apt &
Other /
App. &
autres",0.0%,c,0.4%,b,1.2%,d,0.4%,b,0.9%,d
Que/Qc,Montréal,Beloeil/McMasterville etc.,Ste-Julie/St-Mathieu-de-Beloeil,Total,0.0%,c,0.4%,b,1.2%,d,0.4%,b,0.9%,d
Que/Qc,Montréal,Beloeil/McMasterville etc.,Saint-Amable,"Row / En
bande",--,,**,,**,,--,,**,
Que/Qc,Montréal,Beloeil/McMasterville etc.,Saint-Amable,"Apt &
Other /
App. &
autres",**,,**,,0.0%,d,**,,0.0%,d
Que/Qc,Montréal,Beloeil/McMasterville etc.,Saint-Amable,Total,**,,**,,0.0%,d,**,,0.0%,d
Que/Qc,Montréal,Beloeil/McMasterville etc.,Varennes,"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Montréal,Beloeil/McMasterville etc.,Varennes,"Apt &
Other /
App. &
autres",**,,**,,0.5%,b,**,,0.4%,b
Que/Qc,Montréal,Beloeil/McMasterville etc.,Varennes,Total,**,,**,,0.5%,b,**,,0.4%,b
Que/Qc,Montréal,Beloeil/McMasterville etc.,Verchères,"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Montréal,Beloeil/McMasterville etc.,Verchères,"Apt &
Other /
App. &
autres",**,,**,,**,,**,,**,
Que/Qc,Montréal,Beloeil/McMasterville etc.,Verchères,Total,**,,**,,**,,**,,**,
Que/Qc,Montréal,Beloeil/McMasterville etc.,Total,"Row / En
bande",--,,**,,**,,**,,**,
Que/Qc,Montréal,Beloeil/McMasterville etc.,Total,"Apt &
Other /
App. &
autres",0.0%,d,0.2%,b,1.1%,a,0.3%,b,0.8%,a
Que/Qc,Montréal,Beloeil/McMasterville etc.,Total,Total,0.0%,d,0.2%,b,1.1%,a,0.2%,b,0.8%,a
Que/Qc,Montréal,Carignan/Chambly/St-Mathias etc.,Otterburn Park,"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Montréal,Carignan/Chambly/St-Mathias etc.,Otterburn Park,"Apt &
Other /
App. &
autres",**,,**,,**,,**,,**,
Que/Qc,Montréal,Carignan/Chambly/St-Mathias etc.,Otterburn Park,Total,**,,**,,**,,**,,**,
Que/Qc,Montréal,Carignan/Chambly/St-Mathias etc.,Mont-Saint-Hilaire,"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Montréal,Carignan/Chambly/St-Mathias etc.,Mont-Saint-Hilaire,"Apt &
Other /
App. &
autres",**,,**,,**,,0.0%,d,**,
Que/Qc,Montréal,Carignan/Chambly/St-Mathias etc.,Mont-Saint-Hilaire,Total,**,,**,,**,,0.0%,d,**,
Que/Qc,Montréal,Carignan/Chambly/St-Mathias etc.,St-Mathias-sur-Richelieu,"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Montréal,Carignan/Chambly/St-Mathias etc.,St-Mathias-sur-Richelieu,"Apt &
Other /
App. &
autres",--,,**,,**,,**,,**,
Que/Qc,Montréal,Carignan/Chambly/St-Mathias etc.,St-Mathias-sur-Richelieu,Total,--,,**,,**,,**,,**,
Que/Qc,Montréal,Carignan/Chambly/St-Mathias etc.,Carignan/Chambly,"Row / En
bande",--,,--,,**,,--,,**,
Que/Qc,Montréal,Carignan/Chambly/St-Mathias etc.,Carignan/Chambly,"Apt &
Other /
App. &
autres",**,,0.7%,b,**,,0.0%,c,**,
Que/Qc,Montréal,Carignan/Chambly/St-Mathias etc.,Carignan/Chambly,Total,**,,0.7%,b,**,,0.0%,c,**,
Que/Qc,Montréal,Carignan/Chambly/St-Mathias etc.,Richelieu,"Row / En
bande",--,,--,,--,,**,,**,
Que/Qc,Montréal,Carignan/Chambly/St-Mathias etc.,Richelieu,"Apt &
Other /
App. &
autres",**,,**,,**,,0.0%,d,0.6%,b
Que/Qc,Montréal,Carignan/Chambly/St-Mathias etc.,Richelieu,Total,**,,**,,**,,0.0%,d,0.5%,b
Que/Qc,Montréal,Carignan/Chambly/St-Mathias etc.,Total,"Row / En
bande",--,,--,,**,,**,,**,
Que/Qc,Montréal,Carignan/Chambly/St-Mathias etc.,Total,"Apt &
Other /
App. &
autres",**,,1.1%,d,**,,**,,**,
Que/Qc,Montréal,Carignan/Chambly/St-Mathias etc.,Total,Total,**,,1.1%,d,**,,**,,**,
Que/Qc,Montréal,"ND-de-L'île-Perrot/Pincourt etc. ~
N.-D.-de-L'île-Perrot/Pincourt etc.","N.D.-Île-Perr./Pinc./T.-Vaudr./Île-Perr. ~
N.D.–Île-Perr./Pinc./T.-Vaudr./Île-Perr.","Row / En
bande",--,,--,,**,,--,,**,
Que/Qc,Montréal,"ND-de-L'île-Perrot/Pincourt etc. ~
N.-D.-de-L'île-Perrot/Pincourt etc.","N.D.-Île-Perr./Pinc./T.-Vaudr./Île-Perr. ~
N.D.–Île-Perr./Pinc./T.-Vaudr./Île-Perr.","Apt &
Other /
App. &
autres",0.0%,d,0.0%,d,**,,**,,1.2%,d
Que/Qc,Montréal,"ND-de-L'île-Perrot/Pincourt etc. ~
N.-D.-de-L'île-Perrot/Pincourt etc.","N.D.-Île-Perr./Pinc./T.-Vaudr./Île-Perr. ~
N.D.–Île-Perr./Pinc./T.-Vaudr./Île-Perr.",Total,0.0%,d,0.0%,d,**,,**,,1.2%,d
Que/Qc,Montréal,"ND-de-L'île-Perrot/Pincourt etc. ~
N.-D.-de-L'île-Perrot/Pincourt etc.","Vaudreuil-Soulanges North ~
Vaudreuil-Soulanges Nord","Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Montréal,"ND-de-L'île-Perrot/Pincourt etc. ~
N.-D.-de-L'île-Perrot/Pincourt etc.","Vaudreuil-Soulanges North ~
Vaudreuil-Soulanges Nord","Apt &
Other /
App. &
autres",0.0%,d,0.0%,d,0.4%,b,0.0%,d,0.3%,b
Que/Qc,Montréal,"ND-de-L'île-Perrot/Pincourt etc. ~
N.-D.-de-L'île-Perrot/Pincourt etc.","Vaudreuil-Soulanges North ~
Vaudreuil-Soulanges Nord",Total,0.0%,d,0.0%,d,0.4%,b,0.0%,d,0.3%,b
Que/Qc,Montréal,"ND-de-L'île-Perrot/Pincourt etc. ~
N.-D.-de-L'île-Perrot/Pincourt etc.","Vaudreuil-Soulanges South ~
Vaudreuil-Soulanges Sud","Row / En
bande",--,,--,,**,,--,,**,
Que/Qc,Montréal,"ND-de-L'île-Perrot/Pincourt etc. ~
N.-D.-de-L'île-Perrot/Pincourt etc.","Vaudreuil-Soulanges South ~
Vaudreuil-Soulanges Sud","Apt &
Other /
App. &
autres",--,,**,,0.0%,c,**,,**,
Que/Qc,Montréal,"ND-de-L'île-Perrot/Pincourt etc. ~
N.-D.-de-L'île-Perrot/Pincourt etc.","Vaudreuil-Soulanges South ~
Vaudreuil-Soulanges Sud",Total,--,,**,,0.0%,c,**,,**,
Que/Qc,Montréal,"ND-de-L'île-Perrot/Pincourt etc. ~
N.-D.-de-L'île-Perrot/Pincourt etc.",St-Lazare/Hudson,"Row / En
bande",--,,--,,0.0%,a,--,,0.0%,a
Que/Qc,Montréal,"ND-de-L'île-Perrot/Pincourt etc. ~
N.-D.-de-L'île-Perrot/Pincourt etc.",St-Lazare/Hudson,"Apt &
Other /
App. &
autres",--,,--,,**,,**,,**,
Que/Qc,Montréal,"ND-de-L'île-Perrot/Pincourt etc. ~
N.-D.-de-L'île-Perrot/Pincourt etc.",St-Lazare/Hudson,Total,--,,--,,**,,**,,**,
Que/Qc,Montréal,"ND-de-L'île-Perrot/Pincourt etc. ~
N.-D.-de-L'île-Perrot/Pincourt etc.",Total,"Row / En
bande",--,,--,,0.0%,c,--,,0.0%,c
Que/Qc,Montréal,"ND-de-L'île-Perrot/Pincourt etc. ~
N.-D.-de-L'île-Perrot/Pincourt etc.",Total,"Apt &
Other /
App. &
autres",0.0%,d,0.0%,c,0.9%,a,**,,1.0%,a
Que/Qc,Montréal,"ND-de-L'île-Perrot/Pincourt etc. ~
N.-D.-de-L'île-Perrot/Pincourt etc.",Total,Total,0.0%,d,0.0%,c,0.9%,a,**,,1.0%,a
Que/Qc,Montréal,Saint-Jean,Saint-Jean,"Row / En
bande",--,,--,,**,,**,,**,
Que/Qc,Montréal,Saint-Jean,Saint-Jean,"Apt &
Other /
App. &
autres",**,,**,,1.0%,d,**,,1.6%,c
Que/Qc,Montréal,Saint-Jean,Saint-Jean,Total,**,,**,,1.0%,d,**,,1.6%,c
Que/Qc,Montréal,Saint-Jean,Total,"Row / En
bande",--,,--,,**,,**,,**,
Que/Qc,Montréal,Saint-Jean,Total,"Apt &
Other /
App. &
autres",**,,**,,1.0%,d,**,,1.6%,c
Que/Qc,Montréal,Saint-Jean,Total,Total,**,,**,,1.0%,d,**,,1.6%,c
Que/Qc,Montréal,Iberville,Iberville,"Row / En
bande",--,,**,,--,,**,,**,
Que/Qc,Montréal,Iberville,Iberville,"Apt &
Other /
App. &
autres",**,,0.0%,d,0.6%,b,**,,0.6%,b
Que/Qc,Montréal,Iberville,Iberville,Total,**,,0.0%,d,0.6%,b,**,,0.6%,b
Que/Qc,Montréal,Iberville,Total,"Row / En
bande",--,,**,,--,,**,,**,
Que/Qc,Montréal,Iberville,Total,"Apt &
Other /
App. &
autres",**,,0.0%,d,0.6%,b,**,,0.6%,b
Que/Qc,Montréal,Iberville,Total,Total,**,,0.0%,d,0.6%,b,**,,0.6%,b
Que/Qc,Montréal,Saint-Luc,Saint-Athanase,"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Montréal,Saint-Luc,Saint-Athanase,"Apt &
Other /
App. &
autres",--,,**,,**,,**,,**,
Que/Qc,Montréal,Saint-Luc,Saint-Athanase,Total,--,,**,,**,,**,,**,
Que/Qc,Montréal,Saint-Luc,L'Acadie/Saint-Luc,"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Montréal,Saint-Luc,L'Acadie/Saint-Luc,"Apt &
Other /
App. &
autres",**,,**,,**,,**,,0.4%,b
Que/Qc,Montréal,Saint-Luc,L'Acadie/Saint-Luc,Total,**,,**,,**,,**,,0.4%,b
Que/Qc,Montréal,Saint-Luc,Total,"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Montréal,Saint-Luc,Total,"Apt &
Other /
App. &
autres",**,,**,,0.7%,b,**,,0.4%,b
Que/Qc,Montréal,Saint-Luc,Total,Total,**,,**,,0.7%,b,**,,0.4%,b
Que/Qc,Montréal,"Saint-Lin–Laurentides V ~
Saint-Lin–Laurentides (V)","Saint-Lin–Laurentides V ~
Saint-Lin–Laurentides (V)","Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Montréal,"Saint-Lin–Laurentides V ~
Saint-Lin–Laurentides (V)","Saint-Lin–Laurentides V ~
Saint-Lin–Laurentides (V)","Apt &
Other /
App. &
autres",**,,**,,**,,**,,**,
Que/Qc,Montréal,"Saint-Lin–Laurentides V ~
Saint-Lin–Laurentides (V)","Saint-Lin–Laurentides V ~
Saint-Lin–Laurentides (V)",Total,**,,**,,**,,**,,**,
Que/Qc,Montréal,"Saint-Lin–Laurentides V ~
Saint-Lin–Laurentides (V)",Total,"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Montréal,"Saint-Lin–Laurentides V ~
Saint-Lin–Laurentides (V)",Total,"Apt &
Other /
App. &
autres",**,,**,,**,,**,,**,
Que/Qc,Montréal,"Saint-Lin–Laurentides V ~
Saint-Lin–Laurentides (V)",Total,Total,**,,**,,**,,**,,**,
Que/Qc,Montréal,Total,Total,"Row / En
bande",**,,0.0%,d,0.4%,b,1.5%,d,1.0%,d
Que/Qc,Montréal,Total,Total,"Apt &
Other /
App. &
autres",3.1%,c,2.1%,b,1.9%,a,0.8%,a,1.9%,a
Que/Qc,Montréal,Total,Total,Total,3.1%,c,2.1%,b,1.9%,a,0.8%,a,1.9%,a
Que/Qc,Gatineau,Hull,Centre-ville,"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Gatineau,Hull,Centre-ville,"Apt &
Other /
App. &
autres",**,,0.2%,b,**,,**,,**,
Que/Qc,Gatineau,Hull,Centre-ville,Total,**,,0.2%,b,**,,**,,**,
Que/Qc,Gatineau,Hull,Lac-des-Fées/Mont-Bleu/Hautes-Plaines,"Row / En
bande",--,,--,,**,,--,,**,
Que/Qc,Gatineau,Hull,Lac-des-Fées/Mont-Bleu/Hautes-Plaines,"Apt &
Other /
App. &
autres",2.2%,c,0.7%,a,1.1%,a,0.8%,a,1.0%,a
Que/Qc,Gatineau,Hull,Lac-des-Fées/Mont-Bleu/Hautes-Plaines,Total,2.2%,c,0.7%,a,1.1%,a,0.8%,a,1.0%,a
Que/Qc,Gatineau,Hull,Total,"Row / En
bande",--,,--,,**,,--,,**,
Que/Qc,Gatineau,Hull,Total,"Apt &
Other /
App. &
autres",**,,0.6%,a,1.6%,c,0.9%,a,1.3%,a
Que/Qc,Gatineau,Hull,Total,Total,**,,0.6%,a,1.6%,c,0.9%,a,1.3%,a
Que/Qc,Gatineau,Aylmer,Les Golfs,"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Gatineau,Aylmer,Les Golfs,"Apt &
Other /
App. &
autres",**,,**,,**,,**,,**,
Que/Qc,Gatineau,Aylmer,Les Golfs,Total,**,,**,,**,,**,,**,
Que/Qc,Gatineau,Aylmer,Lac-Deschênes,"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Gatineau,Aylmer,Lac-Deschênes,"Apt &
Other /
App. &
autres",2.6%,a,3.2%,d,**,,**,,2.5%,c
Que/Qc,Gatineau,Aylmer,Lac-Deschênes,Total,2.6%,a,3.2%,d,**,,**,,2.5%,c
Que/Qc,Gatineau,Aylmer,Le Plateau,"Row / En
bande",--,,--,,**,,--,,**,
Que/Qc,Gatineau,Aylmer,Le Plateau,"Apt &
Other /
App. &
autres",**,,**,,**,,**,,0.7%,b
Que/Qc,Gatineau,Aylmer,Le Plateau,Total,**,,**,,0.2%,a,**,,**,
Que/Qc,Gatineau,Aylmer,Total,"Row / En
bande",--,,--,,**,,--,,**,
Que/Qc,Gatineau,Aylmer,Total,"Apt &
Other /
App. &
autres",3.2%,c,3.4%,d,**,,**,,2.0%,c
Que/Qc,Gatineau,Aylmer,Total,Total,3.2%,c,3.4%,d,**,,**,,2.1%,c
Que/Qc,Gatineau,Gatineau,Rivière-Gatineau/Les Rapides,"Row / En
bande",--,,**,,**,,--,,**,
Que/Qc,Gatineau,Gatineau,Rivière-Gatineau/Les Rapides,"Apt &
Other /
App. &
autres",0.0%,d,0.2%,b,0.7%,b,**,,**,
Que/Qc,Gatineau,Gatineau,Rivière-Gatineau/Les Rapides,Total,0.0%,d,0.2%,b,0.7%,b,**,,**,
Que/Qc,Gatineau,Gatineau,Du Moulin,"Row / En
bande",--,,**,,**,,**,,**,
Que/Qc,Gatineau,Gatineau,Du Moulin,"Apt &
Other /
App. &
autres",**,,0.5%,b,0.3%,b,0.8%,d,0.5%,a
Que/Qc,Gatineau,Gatineau,Du Moulin,Total,**,,0.5%,b,0.3%,b,0.7%,b,0.5%,a
Que/Qc,Gatineau,Gatineau,Rivière-Blanche,"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Gatineau,Gatineau,Rivière-Blanche,"Apt &
Other /
App. &
autres",**,,**,,**,,**,,**,
Que/Qc,Gatineau,Gatineau,Rivière-Blanche,Total,**,,**,,**,,**,,**,
Que/Qc,Gatineau,Gatineau,Masson-Angers,"Row / En
bande",--,,--,,--,,**,,**,
Que/Qc,Gatineau,Gatineau,Masson-Angers,"Apt &
Other /
App. &
autres",**,,**,,**,,**,,**,
Que/Qc,Gatineau,Gatineau,Masson-Angers,Total,**,,**,,**,,**,,**,
Que/Qc,Gatineau,Gatineau,Buckingham,"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Gatineau,Gatineau,Buckingham,"Apt &
Other /
App. &
autres",**,,**,,**,,**,,**,
Que/Qc,Gatineau,Gatineau,Buckingham,Total,**,,**,,**,,**,,**,
Que/Qc,Gatineau,Gatineau,Total,"Row / En
bande",--,,**,,**,,**,,0.0%,d
Que/Qc,Gatineau,Gatineau,Total,"Apt &
Other /
App. &
autres",**,,**,,0.6%,b,**,,0.7%,b
Que/Qc,Gatineau,Gatineau,Total,Total,**,,**,,0.6%,b,**,,0.7%,b
Que/Qc,Gatineau,Peripheral ~ Périphérie,Cantley,"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Gatineau,Peripheral ~ Périphérie,Cantley,"Apt &
Other /
App. &
autres",--,,--,,--,,--,,--,
Que/Qc,Gatineau,Peripheral ~ Périphérie,Cantley,Total,--,,--,,--,,--,,--,
Que/Qc,Gatineau,Peripheral ~ Périphérie,"Gatineau CMA Remainder ~ Gatineau RMR
(reste)","Row / En
bande",--,,**,,**,,--,,**,
Que/Qc,Gatineau,Peripheral ~ Périphérie,"Gatineau CMA Remainder ~ Gatineau RMR
(reste)","Apt &
Other /
App. &
autres",**,,**,,0.0%,d,**,,0.0%,d
Que/Qc,Gatineau,Peripheral ~ Périphérie,"Gatineau CMA Remainder ~ Gatineau RMR
(reste)",Total,**,,**,,0.0%,d,**,,0.0%,d
Que/Qc,Gatineau,Peripheral ~ Périphérie,Total,"Row / En
bande",--,,**,,**,,--,,**,
Que/Qc,Gatineau,Peripheral ~ Périphérie,Total,"Apt &
Other /
App. &
autres",**,,**,,0.0%,d,**,,0.0%,d
Que/Qc,Gatineau,Peripheral ~ Périphérie,Total,Total,**,,**,,0.0%,d,**,,0.0%,d
Que/Qc,Gatineau,Total,Total,"Row / En
bande",--,,**,,0.9%,a,**,,0.4%,a
Que/Qc,Gatineau,Total,Total,"Apt &
Other /
App. &
autres",**,,1.0%,a,1.2%,a,1.0%,a,1.2%,a
Que/Qc,Gatineau,Total,Total,Total,**,,1.0%,a,1.1%,a,1.0%,a,1.2%,a
Que/Qc,Québec,Haute-Ville,Vieux-Port,"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Québec,Haute-Ville,Vieux-Port,"Apt &
Other /
App. &
autres",**,,**,,**,,**,,**,
Que/Qc,Québec,Haute-Ville,Vieux-Port,Total,**,,**,,**,,**,,**,
Que/Qc,Québec,Haute-Ville,Cap-Blanc/Vieux-Québec/St-Jean-Baptiste,"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Québec,Haute-Ville,Cap-Blanc/Vieux-Québec/St-Jean-Baptiste,"Apt &
Other /
App. &
autres",5.6%,d,**,,0.4%,b,0.4%,b,2.5%,c
Que/Qc,Québec,Haute-Ville,Cap-Blanc/Vieux-Québec/St-Jean-Baptiste,Total,5.6%,d,**,,0.4%,b,0.4%,b,2.5%,c
Que/Qc,Québec,Haute-Ville,Montcalm (Plateau),"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Québec,Haute-Ville,Montcalm (Plateau),"Apt &
Other /
App. &
autres",1.8%,c,2.9%,c,**,,**,,2.4%,c
Que/Qc,Québec,Haute-Ville,Montcalm (Plateau),Total,1.8%,c,2.9%,c,**,,**,,2.4%,c
Que/Qc,Québec,Haute-Ville,Saint-Sacrement,"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Québec,Haute-Ville,Saint-Sacrement,"Apt &
Other /
App. &
autres",1.1%,a,1.5%,a,**,,**,,2.8%,c
Que/Qc,Québec,Haute-Ville,Saint-Sacrement,Total,1.1%,a,1.5%,a,**,,**,,2.8%,c
Que/Qc,Québec,Haute-Ville,Total,"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Québec,Haute-Ville,Total,"Apt &
Other /
App. &
autres",3.6%,d,2.5%,b,**,,**,,2.5%,b
Que/Qc,Québec,Haute-Ville,Total,Total,3.6%,d,2.5%,b,**,,**,,2.5%,b
Que/Qc,Québec,Basse-Ville,Saint-Roch,"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Québec,Basse-Ville,Saint-Roch,"Apt &
Other /
App. &
autres",**,,0.4%,b,0.1%,b,**,,**,
Que/Qc,Québec,Basse-Ville,Saint-Roch,Total,**,,0.4%,b,0.1%,b,**,,**,
Que/Qc,Québec,Basse-Ville,Saint-Sauveur,"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Québec,Basse-Ville,Saint-Sauveur,"Apt &
Other /
App. &
autres",**,,**,,**,,**,,**,
Que/Qc,Québec,Basse-Ville,Saint-Sauveur,Total,**,,**,,**,,**,,**,
Que/Qc,Québec,Basse-Ville,Limoilou,"Row / En
bande",--,,--,,--,,**,,**,
Que/Qc,Québec,Basse-Ville,Limoilou,"Apt &
Other /
App. &
autres",**,,5.0%,d,1.5%,a,0.5%,b,2.3%,c
Que/Qc,Québec,Basse-Ville,Limoilou,Total,**,,5.0%,d,1.5%,a,0.5%,b,2.3%,c
Que/Qc,Québec,Basse-Ville,Total,"Row / En
bande",--,,--,,--,,**,,**,
Que/Qc,Québec,Basse-Ville,Total,"Apt &
Other /
App. &
autres",**,,3.4%,d,1.6%,c,**,,2.4%,c
Que/Qc,Québec,Basse-Ville,Total,Total,**,,3.4%,d,1.6%,c,**,,2.4%,c
Que/Qc,Québec,Sainte-Foy-Sillery,Sillery,"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Québec,Sainte-Foy-Sillery,Sillery,"Apt &
Other /
App. &
autres",0.0%,d,**,,0.3%,b,**,,1.4%,a
Que/Qc,Québec,Sainte-Foy-Sillery,Sillery,Total,0.0%,d,**,,0.3%,b,**,,1.4%,a
Que/Qc,Québec,Sainte-Foy-Sillery,Haut de Sainte-Foy,"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Québec,Sainte-Foy-Sillery,Haut de Sainte-Foy,"Apt &
Other /
App. &
autres",3.0%,c,2.9%,a,3.9%,c,4.4%,c,3.5%,b
Que/Qc,Québec,Sainte-Foy-Sillery,Haut de Sainte-Foy,Total,3.0%,c,2.9%,a,3.9%,c,4.4%,c,3.5%,b
Que/Qc,Québec,Sainte-Foy-Sillery,Pointe-de-Sainte-Foy,"Row / En
bande",--,,--,,--,,**,,**,
Que/Qc,Québec,Sainte-Foy-Sillery,Pointe-de-Sainte-Foy,"Apt &
Other /
App. &
autres",2.4%,c,4.6%,b,7.7%,b,2.3%,c,5.6%,b
Que/Qc,Québec,Sainte-Foy-Sillery,Pointe-de-Sainte-Foy,Total,2.4%,c,4.6%,b,7.7%,b,2.1%,c,5.6%,b
Que/Qc,Québec,Sainte-Foy-Sillery,Total,"Row / En
bande",--,,--,,--,,**,,**,
Que/Qc,Québec,Sainte-Foy-Sillery,Total,"Apt &
Other /
App. &
autres",2.8%,b,3.3%,b,4.8%,b,3.7%,c,3.9%,a
Que/Qc,Québec,Sainte-Foy-Sillery,Total,Total,2.8%,b,3.3%,b,4.8%,b,3.7%,c,3.9%,a
Que/Qc,Québec,Les Rivières,Vanier,"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Québec,Les Rivières,Vanier,"Apt &
Other /
App. &
autres",**,,2.3%,c,4.1%,d,**,,3.6%,d
Que/Qc,Québec,Les Rivières,Vanier,Total,**,,2.3%,c,4.1%,d,**,,3.6%,d
Que/Qc,Québec,Les Rivières,Duberger,"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Québec,Les Rivières,Duberger,"Apt &
Other /
App. &
autres",**,,**,,3.5%,d,0.9%,d,3.6%,d
Que/Qc,Québec,Les Rivières,Duberger,Total,**,,**,,3.5%,d,0.9%,d,3.6%,d
Que/Qc,Québec,Les Rivières,Les Saules,"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Québec,Les Rivières,Les Saules,"Apt &
Other /
App. &
autres",**,,**,,2.3%,c,**,,2.4%,c
Que/Qc,Québec,Les Rivières,Les Saules,Total,**,,**,,2.3%,c,**,,2.4%,c
Que/Qc,Québec,Les Rivières,Lebourgneuf,"Row / En
bande",--,,--,,**,,**,,**,
Que/Qc,Québec,Les Rivières,Lebourgneuf,"Apt &
Other /
App. &
autres",**,,7.0%,c,3.4%,c,**,,4.9%,c
Que/Qc,Québec,Les Rivières,Lebourgneuf,Total,**,,7.0%,c,3.4%,c,**,,4.8%,c
Que/Qc,Québec,Les Rivières,Total,"Row / En
bande",--,,--,,**,,**,,**,
Que/Qc,Québec,Les Rivières,Total,"Apt &
Other /
App. &
autres",**,,4.2%,c,3.4%,c,4.9%,d,3.8%,b
Que/Qc,Québec,Les Rivières,Total,Total,**,,4.2%,c,3.4%,c,4.9%,d,3.8%,b
Que/Qc,Québec,Beauport,Beauport (Giffard),"Row / En
bande",--,,--,,**,,--,,**,
Que/Qc,Québec,Beauport,Beauport (Giffard),"Apt &
Other /
App. &
autres",**,,**,,**,,**,,4.5%,d
Que/Qc,Québec,Beauport,Beauport (Giffard),Total,**,,**,,**,,**,,4.5%,d
Que/Qc,Québec,Beauport,Beauport (Centre) ~ Beauport (centre),"Row / En
bande",--,,--,,--,,**,,**,
Que/Qc,Québec,Beauport,Beauport (Centre) ~ Beauport (centre),"Apt &
Other /
App. &
autres",**,,2.0%,c,3.9%,d,3.5%,d,3.6%,c
Que/Qc,Québec,Beauport,Beauport (Centre) ~ Beauport (centre),Total,**,,2.0%,c,3.9%,d,3.4%,d,3.5%,c
Que/Qc,Québec,Beauport,Beauport (Villeneuve),"Row / En
bande",--,,--,,--,,--,,--,
Que/Qc,Québec,Beauport,Beauport (Villeneuve),"Apt &
Other /
App. &
autres",**,,**,,**,,**,,**,
Que/Qc,Québec,Beauport,Beauport (Villeneuve),Total,**,,**,,**,,**,,**,
Que/Qc,Québec,Beauport,Beauport Ste-Thérèse/Boischâtel etc.,"Row / En
bande",--,,--,,**,,--,,**,
Que/Qc,Québec,Beauport,Beauport Ste-Thérèse/Boischâtel etc.,"Apt &
Other /
App. &
autres",**,,**,,0.5%,b,**,,**,
Que/Qc,Québec,Beauport,Beauport Ste-Thérèse/Boischâtel etc.,Total,**,,**,,0.5%,b,**,,**,
Que/Qc,Québec,Beauport,Total,"Row / En
bande",--,,--,,**,,**,,**,
Que/Qc,Québec,Beauport,Total,"Apt &
Other /
App. &
autres",**,,2.4%,c,3.1%,d,**,,3.3%,c
Que/Qc,Québec,Beauport,Total,Total,**,,2.4%,c,3.1%,d,3.6%,d,3.3%,c
Que/Qc,Québec,Charlesbourg,"Charlesbourg (Centre) ~ Charlesbourg
(centre)","Row / En
bande",--,,--,,**,,**,,**,
Que/Qc,Québec,Charlesbourg,"Charlesbourg (Centre) ~ Charlesbourg
(centre)","Apt &
Other /
App. &
autres",3.6%,d,1.8%,b,3.2%,b,1.8%,c,2.7%,a
Que/Qc,Québec,Charlesbourg,"Charlesbourg (Centre) ~ Charlesbourg
(centre)",Total,3.6%,d,1.8%,b,3.2%,b,2.0%,b,2.8%,a
